participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, a_guess, gamma, beta, Ter, st
1, Pure Guess, 517.9752, 2.5465, 0, 0.18952, 1.6067, 2.1585, 0.094506, 0.05778, 0
2, Pure Guess, 1507.6266, 0.7002, 0, 0.62707, 1.3112, 0.93934, 0.45504, 0.23618, 0
3, Pure Guess, 1332.8299, 2.3961, 0, 0.0043168, 1.8899, 1.3273, 0.28504, 0.10645, 0
4, Pure Guess, 1199.5876, 2.5049, 0, 5.4789e-05, 1.5202, 1.0936, 0.48765, 0.17604, 0
5, Pure Guess, 1191.2354, 2.5093, 0, 0.14738, 1.604, 1.0836, 0.56584, 0.2586, 0
6, Pure Guess, 1244.5555, 2.5038, 0, 0.13963, 3.543, 2.7148, 0.15845, 0.14197, 0
7, Pure Guess, 1322.3713, 2.2731, 0, 3.4389e-06, 1.4897, 1.1895, 0.51084, 0.16061, 0
8, Pure Guess, 820.7419, 2.5143, 0, 0.19422, 1.0278, 1.1143, 0.28067, 0.20664, 0
9, Pure Guess, 1521.0583, 2.5124, 0, 0.13972, 2.1222, 1.7008, 0.42898, 0.15095, 0
10, Pure Guess, 1330.3358, 2.4919, 0, 4.6502e-06, 1.3255, 1.1071, 0.64711, 0.18642, 0
11, Pure Guess, 1184.3155, 2.5066, 0, 0.30569, 1.5308, 1.2883, 0.36051, 0.16216, 0
12, Pure Guess, 1364.853, 0.58529, 0, 0.19801, 1.043, 3.07, 0.0045713, 0.24275, 0
13, Pure Guess, 1817.3866, 0.62189, 0, 0.17369, 1.5381, 1.3061, 0.47093, 0.15326, 0
14, Pure Guess, 1241.6561, 2.5041, 0, 0.31037, 1.4733, 0.96001, 0.84816, 0.23237, 0
15, Pure Guess, 1118.7673, 0.59021, 0, 0.047651, 0.82264, 1.0616, 0.2349, 0.22841, 0
16, Pure Guess, 1502.8152, 1.709, 0, 0.62178, 1.7349, 1.2371, 0.25365, 0.089294, 0
17, Pure Guess, 1025.7009, 2.513, 0, 0.20613, 1.8111, 1.1637, 0.40357, 0.083407, 0
18, Pure Guess, 1405.0641, 1.5854, 0, 0.081416, 2.4844, 0.93981, 0.19606, 0.22827, 0
19, Pure Guess, 1559.9594, 2.5058, 0, 0.1298, 2.1293, 1.516, 0.50485, 0.13674, 0
20, Pure Guess, 1693.8925, 2.506, 0, 0.069202, 2.6925, 1.8381, 0.52291, 0.28486, 0
21, Pure Guess, 1117.2641, 2.5042, 0, 0.009282, 1.1946, 0.93848, 0.71357, 0.23211, 0
22, Pure Guess, 929.9705, 2.3361, 0, 0.30584, 0.84439, 0.81211, 0.79253, 0.22137, 0
23, Pure Guess, 1991.9643, 1.288, 0, 0.13636, 2.0523, 1.819, 0.59634, 1.9787e-05, 0
24, Pure Guess, 1239.6232, 2.5106, 0, 0.045363, 1.6916, 1.0767, 0.64656, 0.22925, 0
25, Pure Guess, 1448.2465, 2.5127, 0, 0.034942, 1.4512, 1.3082, 0.64244, 0.20644, 0
26, Pure Guess, 1772.7082, 1.4983, 0, 0.13267, 4.0107, 1.8261, 0.28195, 0.12018, 0
27, Pure Guess, 971.9138, 2.5097, 0, 0.087187, 1.2941, 0.98565, 0.44237, 0.25591, 0
28, Pure Guess, 1213.5343, 1.9736, 0, 2.6648e-06, 1.2599, 0.8898, 0.62464, 0.22668, 0
29, Pure Guess, 1414.5387, 0.30678, 0, 0.11292, 1.0675, 0.69777, 1.0294e-05, 0.22329, 0
30, Pure Guess, 1308.2901, 0.28363, 0, 0.12992, 0.99475, 0.87274, 0.11837, 0.2485, 0
31, Pure Guess, 1283.9645, 2.5513, 0, 2.2574e-07, 1.1802, 4.0659, 0.66713, 0.24031, 0
32, Pure Guess, 1432.664, 2.5051, 0, 0.010771, 1.7089, 1.1567, 0.67988, 0.18937, 0
33, Pure Guess, 1868.4079, 1.4759, 0, 0.12304, 1.4849, 1.6232, 0.57179, 0.12114, 0
34, Pure Guess, 1633.1999, 2.3186, 0, 0.046644, 3.5688, 2.0023, 0.39256, 6.015e-06, 0
35, Pure Guess, 2108.6299, 1.457, 0, 0.10163, 3.2794, 2.0567, 0.59125, 0.26934, 0
36, Pure Guess, 893.8559, 2.5394, 0, 1.2887e-05, 1.1825, 0.91252, 0.45998, 0.19025, 0
