participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, gamma,  Ter, st
1, Pure Intrusion, 2148.9764, 3.8648, 0, 2.4387, 0, 0.7623, 0.49337, 3.4409, 0.10399, 5.5106e-06, 0
2, Pure Intrusion, 2114.9751, 4.5155, 0, 1.9853, 0, 0.0065711, 0.85001, 3.611, 0.21895, 2.4467e-07, 0
3, Pure Intrusion, 3408.2938, 3.6025, 0, 1.9545, 0, 0.35909, 0.99899, 2.1765, 0.36961, 0.069594, 0
4, Pure Intrusion, 2941.8366, 4.8374, 0, 1.8996, 0, 0.44217, 0.86325, 3.4439, 0.32577, 0.00011942, 0
5, Pure Intrusion, 4266.9376, 0.3226, 0, 4.2958, 0, 0.0010983, 0.83038, 0.95216, 0.17576, 0.1988, 0
