participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, gamma,  Ter, st
1, Pure Intrusion, 2148.9764, 3.8648, 0, 2.4387, 0, 0.7623, 0.49337, 3.4409, 0.10399, 5.5106e-06, 0
2, Pure Intrusion, 2156.8688, 4.3609, 0, 1.8402, 0, 0.40743, 0.08734, 3.5202, 0.19966, 2.7417e-06, 0
3, Pure Intrusion, 3388.7957, 3.6583, 0, 1.9294, 0, 0.0024977, 0.9375, 2.1663, 0.39236, 0.070108, 0
4, Pure Intrusion, 2949.6248, 4.9409, 0, 1.9322, 0, 0.68019, 0.89229, 3.5361, 0.2978, 3.7447e-06, 0
5, Pure Intrusion, 4455.2602, 3.933, 0, 1.3508, 0, 0.18158, 0.92265, 1.0706, 0.87043, 0.1828, 0
