1.3074,1.4845
1.3078,0.8673
1.3312,0.884
-1.4099,1.1175
1.4352,2.7521
-1.4438,1.4011
-1.4566,0.6505
1.4763,1.1842
-1.49,4.0364
-1.4919,0.467
1.5381,0.8673
1.5509,1.0341
-1.561,0.3669
-1.6028,0.3169
1.7025,1.6012
1.7561,1.7847
-1.7657,1.6179
1.7832,1.4011
1.8694,0.9507
2.0073,0.9174
2.0357,0.8173
-2.0681,0.8006
-2.0924,1.8347
-2.1002,0.7506
2.1834,2.1516
2.2813,0.7506
-2.3294,0.4837
2.3904,1.8514
2.4363,1.2343
-2.4386,1.0842
-2.4732,2.0015
-2.4823,1.5512
2.5148,0.7005
-2.5199,0.7005
2.5257,1.4678
-2.6049,0.7672
-2.6798,2.5353
-2.7888,0.5504
-2.7917,2.4352
-2.7982,1.3343
2.8647,0.5504
2.8843,1.0008
-2.9351,1.1342
-2.9599,1.1842
2.9879,2.3518
-2.9905,0.6505
-3.0758,3.6027
-3.0995,1.6846
0.0016,1.8514
0.0025,1.1175
0.0028,1.2176
0.0056,0.8507
-0.0068,1.1676
0.0083,0.7506
0.0086,1.0508
0.0101,1.9181
-0.0102,1.0675
-0.0105,1.4511
0.0115,1.2676
-0.0147,1.2843
0.0149,1.6846
-0.0152,1.4177
0.0162,1.5345
-0.0189,1.718
-0.0194,2.0015
0.0198,1.0842
0.0201,1.9181
0.0205,1.4344
0.0215,1.0508
0.0221,1.3677
0.0228,0.9674
-0.0233,1.2343
-0.0242,1.2343
0.0253,0.9007
0.0273,0.5838
-0.0289,0.9174
-0.0307,1.0842
0.0319,0.8173
-0.0342,0.6005
0.0342,3.7362
-0.0356,1.2009
-0.0369,3.1357
-0.037,1.5845
-0.0374,1.3677
0.0383,3.5027
0.0401,2.0015
0.0428,0.934
0.0466,1.1175
-0.0469,2.4185
-0.049,0.7005
-0.0505,1.8681
-0.0522,0.934
0.0535,1.1008
0.0541,3.7529
0.0544,0.7506
-0.0544,3.536
-0.0552,1.4177
-0.0555,0.8506
0.057,0.9007
-0.0574,0.834
-0.0574,2.9856
-0.0632,3.0356
0.0651,1.1509
-0.0667,0.834
0.0705,1.5011
-0.0708,0.9174
-0.0723,0.5671
-0.0725,2.8021
0.073,1.2176
0.0764,0.9007
0.0765,0.8006
0.078,1.1008
-0.0784,1.0008
0.0802,0.934
0.0817,0.6171
-0.0817,0.6005
-0.0835,1.0842
-0.0861,2.235
0.0892,3.4193
-0.0894,3.3692
0.0906,0.7839
-0.091,1.3177
0.0919,3.1357
0.0928,1.1342
-0.0963,1.7513
-0.1024,0.9174
0.1031,1.3343
-0.1047,1.9348
-0.1066,1.351
0.1079,0.7506
-0.1092,0.7339
0.1174,0.7839
-0.1183,3.1691
-0.1221,1.2676
0.1265,1.1008
0.1269,0.7172
0.1285,2.1516
0.1294,0.8173
-0.1307,1.7513
-0.1335,0.6171
-0.1335,0.9507
0.1349,0.834
-0.135,1.0842
0.1355,0.834
-0.136,0.7839
0.1375,0.9007
0.1408,1.5845
0.1422,1.1175
0.1437,1.3677
-0.1488,1.0842
0.1492,1.718
-0.1501,1.2843
0.151,0.9507
-0.1534,0.8006
-0.1558,0.884
-0.1583,2.2684
0.1602,1.1342
-0.1613,1.0842
-0.1692,1.2343
0.1719,1.4845
0.1739,0.884
-0.1741,0.6672
-0.175,1.5178
-0.1811,0.5504
-0.187,1.0508
0.1948,1.0341
0.1969,3.8196
0.1987,1.4177
0.1996,2.2184
0.2036,0.8673
-0.2061,3.8696
-0.2071,0.934
0.2122,1.2176
0.2254,0.9174
-0.2254,0.8173
0.2301,0.884
-0.2301,1.768
0.2302,0.9841
-0.2324,0.9007
0.2343,1.9515
0.2429,0.934
0.2447,1.4511
0.2454,1.0508
-0.2479,1.0675
-0.2503,2.3017
-0.2506,0.934
0.2516,1.0675
0.2538,0.5504
0.254,1.301
-0.256,0.934
0.2565,0.9674
-0.2585,0.834
-0.2611,0.934
0.265,0.9174
-0.2708,1.2009
-0.2759,1.3177
-0.2798,1.5178
-0.2821,0.9841
0.2825,1.1342
0.2832,1.0675
-0.2856,0.9174
0.2857,0.8506
-0.288,0.9507
0.2894,1.5679
-0.2966,3.7695
-0.2969,2.9689
-0.2974,1.5679
0.3015,0.6338
0.3029,1.1509
0.3061,0.7339
0.3116,1.0842
0.3154,1.6513
-0.3213,1.0508
0.3272,2.135
0.3329,1.3343
-0.3365,0.7339
-0.3371,0.6672
-0.3678,0.8173
-0.3725,0.7839
-0.3807,0.7673
0.3888,1.1342
-0.389,2.7021
0.3963,1.2343
-0.3992,0.834
0.4033,0.417
-0.4162,1.0174
0.4302,1.5845
-0.434,2.0516
0.4419,0.8673
0.4441,0.6171
0.4745,1.8181
0.4861,3.1691
-0.4945,0.7339
-0.4983,0.7839
0.5037,0.9507
-0.523,2.185
0.5701,1.251
-0.573,0.3503
0.573,1.5345
-0.5863,0.7672
-0.6087,0.9507
-0.6354,3.7362
-0.6499,0.934
-0.6605,3.0523
-0.668,0.8006
-0.67,0.7839
-0.6801,3.1691
-0.6803,0.9174
-0.6823,0.467
-0.7338,3.4693
-0.7355,0.7005
-0.7642,0.4837
0.7721,0.5671
-0.7905,1.5845
-0.8029,0.467
0.8387,0.6338
0.8724,1.1842
-0.8757,1.6679
-0.8786,0.4837
0.9009,1.9181
0.931,2.0182
-0.9724,0.884
-0.9821,1.9181
0.9946,0.7339
-1.0393,0.7506
-1.0607,2.8021
-1.0612,1.3177
1.1095,1.351
1.2833,1.0341
-1.3393,2.2017
-1.368,3.5027
1.4053,0.884
-1.4534,1.2176
1.4958,1.351
1.6425,2.2184
-1.6581,0.8673
-1.7104,3.1858
1.777,0.7172
-1.8709,0.3503
-1.8717,1.251
1.8811,0.6005
-1.9245,3.3359
-1.934,3.3025
2.171,0.6839
-2.1751,2.1016
2.1943,1.6679
-2.2173,2.3018
-2.2545,0.8673
-2.2643,0.4837
-2.3915,1.301
2.4096,3.3859
-2.4201,0.9174
-2.4449,0.7339
2.6459,0.9841
2.7686,0.8506
-2.9125,1.4177
-2.9318,1.2676
2.9511,0.467
-3.0989,1.0341
3.1314,0.834
3.1371,3.5527
