0.0002,1.3177
-0.0007,1.6513
0.0012,0.9507
-0.0022,1.6346
0.0032,0.8506
-0.0034,1.1676
-0.0034,2.3351
-0.0048,1.301
0.0059,2.2017
0.0087,1.0341
0.0106,1.3677
0.0128,1.0341
-0.0144,1.3343
0.0159,0.7005
0.0168,2.1183
-0.0176,0.7839
0.0208,1.4678
0.0219,1.4511
-0.0244,0.7172
0.0255,1.5679
0.0258,2.5519
-0.0266,1.0341
-0.0268,1.0508
0.0271,0.934
-0.0294,3.4359
-0.0297,1.1842
0.0316,2.1183
-0.0321,2.5853
0.0334,1.2843
0.0347,1.4011
-0.0369,0.7005
-0.0369,1.351
0.0375,1.1842
-0.0407,0.9174
-0.0458,0.884
0.0469,1.0842
0.0474,1.6012
0.0477,1.4845
0.0481,3.8029
0.0491,1.1509
-0.05,1.4177
-0.0511,0.7673
0.0513,0.834
-0.0526,1.2843
0.053,1.0842
0.0544,1.0008
-0.0583,0.9674
-0.0594,1.2843
0.0612,0.7172
0.062,0.5671
-0.0621,0.7339
-0.063,0.934
-0.0655,1.1509
-0.0681,1.0341
0.0689,0.884
-0.0694,1.2009
0.0697,3.2525
0.0702,1.6679
0.0727,1.1509
-0.0728,0.934
0.0744,1.6846
0.0765,1.2843
-0.0802,0.9174
0.082,2.0849
0.0827,1.2676
0.0828,1.0174
-0.0868,0.9507
0.0871,1.8681
0.0889,0.5504
0.0893,0.6338
-0.0907,0.8673
0.0941,1.3177
0.0946,0.7506
0.0998,0.8673
0.1031,2.0516
0.1039,2.0015
-0.1059,1.6679
-0.1084,0.3669
0.1094,1.4177
0.1094,2.1516
-0.1107,1.0675
0.1151,2.9856
-0.1166,1.0675
0.1168,1.5178
-0.1171,0.9841
0.1173,2.0682
-0.1199,0.884
0.1237,2.6187
-0.1242,1.2009
-0.1282,1.7513
-0.1357,1.2843
0.1358,3.2525
-0.1382,0.8173
0.1401,1.351
-0.1403,1.1342
-0.1421,1.5345
0.143,1.2009
0.1434,1.0008
0.1448,1.0174
-0.1459,1.0174
0.149,0.9841
-0.1493,0.934
0.1524,1.9515
0.157,1.5679
-0.1582,2.7688
0.1586,0.8673
0.1626,0.6672
-0.1635,1.2843
0.1653,2.4852
-0.1667,1.1175
-0.1694,0.6839
-0.1725,0.7172
-0.1742,0.4837
-0.176,0.6839
-0.1776,0.8673
-0.1831,0.8673
0.1889,2.2517
0.1947,0.7839
0.2012,0.884
0.207,0.884
-0.2144,0.5671
0.2147,0.8673
0.2164,0.7506
0.217,0.9841
0.2218,1.351
-0.2235,1.5345
-0.2242,1.1842
-0.2269,2.3018
-0.2282,2.9522
0.2291,1.0675
0.2294,0.5004
0.2323,0.5171
0.2331,0.9174
0.2349,0.834
-0.2399,0.8673
0.24,2.2851
-0.242,1.1008
0.2444,1.3343
0.2447,1.1342
0.2463,1.351
0.2464,0.8673
0.2532,2.0015
0.2549,1.2176
0.2551,0.7339
0.2572,0.9007
0.26,1.0842
-0.2601,1.1175
-0.263,0.8506
0.2658,1.2843
-0.2674,1.1676
0.2733,1.6846
-0.2808,3.7195
0.2892,2.235
-0.2899,3.6695
0.3063,0.8506
-0.3133,0.834
-0.3141,0.9674
0.3271,2.7855
-0.334,0.7506
-0.3426,1.0508
-0.3462,1.1342
-0.3496,0.9507
-0.3593,1.1342
0.365,1.1342
-0.3706,0.7339
-0.3791,0.9674
0.3808,3.536
0.387,2.6187
0.3909,0.834
0.4003,1.0341
-0.4099,1.0341
0.4142,1.1008
0.418,1.5011
-0.435,1.1342
0.4358,0.884
-0.4368,1.1842
0.4477,0.7506
0.4639,1.5679
-0.4828,1.818
-0.5183,3.9864
-0.5603,0.7506
0.5633,2.185
0.5732,1.6179
-0.5844,2.0182
-0.6026,0.7172
0.6066,1.6179
-0.6486,0.6839
0.6524,2.6854
-0.6677,1.6846
0.7144,0.9674
-0.7268,0.5671
0.7651,0.9007
-0.9131,1.9848
-0.9384,0.834
0.944,0.9174
0.982,3.019
-1.001,1.5178
1.0219,0.6672
-1.0404,0.7339
1.0582,3.7862
1.0715,0.5337
1.1243,0.5337
-1.1991,1.0508
-1.2577,3.0023
1.2691,2.7688
1.2739,0.6171
-1.2909,2.185
