participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, a_guess, gamma, beta, Ter, st
1, Pure Guess, 758.3606, 2.1408, 0, 0.018306, 1.7273, 0.66498, 0.0020211, 4.369e-07, 0
2, Pure Guess, 1592.4208, 2.4389, 0, 0.12154, 2.119, 1.3528, 0.79023, 0.015506, 0
3, Pure Guess, 1221.8516, 2.5074, 0, 0.70409, 1.5459, 1.1102, 0.50848, 0.26907, 0
4, Pure Guess, 1255.7902, 2.5118, 0, 1.0475, 1.8981, 1.2452, 0.55894, 0.096573, 0
5, Pure Guess, 1267.0712, 2.509, 0, 0.28256, 2.18, 1.3739, 0.46436, 0.040158, 0
6, Pure Guess, 1230.6756, 2.5041, 0, 6.2903e-05, 3.9137, 2.7545, 0.16374, 0.0094088, 0
7, Pure Guess, 1519.726, 2.313, 0, 0.39418, 1.911, 1.1659, 0.85391, 8.259e-08, 0
8, Pure Guess, 833.9982, 2.5196, 0, 0.39436, 1.0877, 1.0963, 0.39995, 0.19189, 0
9, Pure Guess, 1637.8365, 2.5338, 0, 0.020895, 2.7443, 1.5998, 0.19326, 3.5928e-08, 0
10, Pure Guess, 1430.621, 2.5089, 0, 0.017283, 2.0038, 1.3294, 0.81376, 3.0461e-07, 0
11, Pure Guess, 1534.9928, 2.1655, 0, 0.49073, 4.3556, 1.1773, 0.93223, 0.1182, 0
12, Pure Guess, 1336.6285, 1.5119, 0, 0.33455, 1.4395, 0.89356, 0.59209, 0.2505, 0
13, Pure Guess, 1813.4861, 2.3249, 0, 0.66826, 1.9069, 1.4627, 0.77704, 0.12339, 0
14, Pure Guess, 1233.1885, 0.00011842, 0, 0.82573, 1.04, 0.97183, 0.96416, 0.22778, 0
15, Pure Guess, 1285.6852, 0.0001773, 0, 0.0023076, 3.194, 1.0304, 0.98039, 0.10183, 0
16, Pure Guess, 1484.0485, 2.5032, 0, 0.34363, 1.9932, 1.4661, 0.48107, 0.039529, 0
17, Pure Guess, 1391.7494, 2.5093, 0, 0.31284, 3.276, 1.2055, 0.97296, 0.068202, 0
18, Pure Guess, 1301.2059, 1.6634, 0, 0.12449, 2.7426, 1.4578, 0.047006, 0.0032898, 0
19, Pure Guess, 1560.2793, 2.504, 0, 0.37256, 2.1133, 1.4857, 0.50262, 0.15378, 0
20, Pure Guess, 1682.1441, 2.5033, 0, 0.26151, 2.4693, 1.7762, 0.52698, 0.3622, 0
21, Pure Guess, 1437.7846, 2.504, 0, 0.075252, 3.5927, 1.2293, 1, 0.01237, 0
22, Pure Guess, 1038.5696, 2.5053, 0, 0.38067, 1.2234, 1.01, 0.77571, 0.10233, 0
23, Pure Guess, 1977.8379, 2.507, 0, 0.3482, 3.1788, 1.7524, 0.78001, 1.3533e-06, 0
24, Pure Guess, 1236.5965, 2.5096, 0, 0.11466, 1.6594, 1.0501, 0.6133, 0.2424, 0
25, Pure Guess, 1502.3757, 2.5108, 0, 0.18651, 2.0109, 1.4798, 0.60819, 0.036856, 0
26, Pure Guess, 1772.7446, 1.6573, 0, 0.27639, 4.5093, 1.9431, 0.27374, 3.8617e-05, 0
27, Pure Guess, 1045.3298, 2.5111, 0, 2.3652e-05, 1.6561, 1.1668, 0.3948, 0.12762, 0
28, Pure Guess, 1199.5454, 2.3971, 0, 0.78043, 1.5474, 0.87699, 0.7342, 0.22656, 0
29, Pure Guess, 1544.3119, 0.00037304, 0, 0.45909, 2.9504, 1.2408, 0.99352, 0.090094, 0
30, Pure Guess, 1302.6118, 2.5009, 0, 0.72615, 1.1514, 0.99332, 0.84268, 0.24721, 0
31, Pure Guess, 1013.6903, 0.40199, 0, 0.3476, 4.5015, 0.83534, 1, 0.2398, 0
32, Pure Guess, 1433.8596, 2.5046, 0, 0.37325, 1.7428, 1.1494, 0.66552, 0.18781, 0
33, Pure Guess, 1855.5787, 0.82133, 0, 0.25743, 1.7107, 1.3973, 0.31884, 0.07243, 0
34, Pure Guess, 1625.284, 2.5052, 0, 0.23778, 3.799, 1.8931, 0.42088, 0.042131, 0
35, Pure Guess, 2123.033, 1.6638, 0, 0.25264, 3.9319, 2.2374, 0.59019, 0.03247, 0
36, Pure Guess, 1027.9669, 2.4975, 0, 0.86458, 2.3531, 0.84862, 0.9805, 0.23066, 0
