participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, a_guess, gamma, beta, kappa, lambda_b, lambda_f, zeta, rho, chi, psi, Ter, st, iota
1, Additive, 2124.516, 3.2146, 0, 0.1099, 0, 0.30963, 0.0021107, 2.9867, 1.5363, 1.1164e-08, 0.090034, 0.5194, 1.0674, 0.15842, 0.34248, 0.0032964, 0.083785, 0.084151, 0.00016505, 0, 1.2831
2, Additive, 2377.1293, 4.0968, 0, 0.12502, 0, 0.12383, 0.010912, 2.5818, 1.6341, 0.0078701, 0.19435, 0.00263, 5.8635e-05, 1.0326, 0.39296, 0.15451, 0.00013824, 0.19255, 0.17889, 0, 0.1509
3, Additive, 3301.7239, 4.4466, 0, 0.13442, 0, 0.095637, 0.010621, 1.9895, 1.1225, 0.019931, 0.36261, 0.25195, 0.57582, 0.99763, 0.51432, 0.6335, 0.13146, 0.043121, 0.1952, 0, 0.62946
4, Additive, 3097.8919, 3.7979, 0, 0.18053, 0, 1.3146e-05, 0.0014818, 2.6785, 1.6351, 0.038581, 0.19012, 0.0014287, 1.4579, 0.00030357, 0.019435, 0.062522, 0.0018217, 0.28762, 0.057724, 0, 0.58011
5, Additive, 4069.7113, 4.2197, 0, 0.25006, 0, 0.36244, 0.010368, 1.4447, 0.66321, 0.097535, 0.68905, 0.38459, 0.6918, 0.44048, 0.54479, 0.2814, 0.10014, 0.0090292, 0.24274, 0, 0.57066
