participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, a_guess, gamma, beta, Ter, st
1, Intrusion + Guess, 2289.4907, 3.6289, 0, 1.2633, 0, 0.62266, 0.56583, 2.3951, 0.9045, 0.084204, 0.045565, 0.22801, 0
2, Intrusion + Guess, 2259.1529, 4.8257, 0, 1.5446, 0, 0.39442, 0.22781, 3.0038, 1.0331, 0.16191, 0.067238, 0.1785, 0
3, Intrusion + Guess, 3493.9851, 2.8348, 0, 0.66513, 0, 0.59681, 0.00033206, 1.4199, 0.7014, 0.1168, 0.15835, 0.27011, 0
4, Intrusion + Guess, 3424.8335, 4.4019, 0, 0.21796, 0, 0.51084, 0.52523, 1.9792, 0.64152, 0.1901, 0.086677, 0.291, 0
5, Intrusion + Guess, 4259.647, 5.3008, 0, 0.49094, 0, 0.90969, 0.74337, 1.9075, 0.86104, 0.10873, 0.74615, 0.15787, 0
