participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, a_guess, gamma, beta, kappa, lambda_b, lambda_f, zeta, rho, chi, psi, Ter, st, iota
1, Spatiotemporal Gradient, 2125.666, 3.4853, 0, 1.5538, 0, 0.23439, 0.023136, 3.1368, 1.0437, 0.013241, 0.030524, 0.39272, 0.32809, 0.29906, 0.38803, 0.92031, 0, 0, 0.0002144, 0, 0
2, Spatiotemporal Gradient, 2032.3833, 4.3813, 0, 1.6621, 0, 0.055753, 0.017768, 3.5478, 1.0333, 0.030193, 0.028217, 0.60677, 0.0062402, 0.4004, 1.5029, 0.20265, 0, 0, 1.4367e-06, 0, 0
3, Spatiotemporal Gradient, 3291.5732, 4.2912, 0, 1.0263, 0, 0.22291, 0.013688, 1.9519, 0.96773, 0.029607, 0.21664, 0.49445, 0.74072, 0.52884, 0.00044388, 0.22531, 0, 0, 0.19524, 0, 0
4, Spatiotemporal Gradient, 2891.9239, 4.3053, 0, 1.6311, 0, 0.13386, 1.6009e-06, 3.1118, 0.76374, 0.080789, 0.00078515, 0.21043, 2.0742, 1.453, 0.80134, 0.14271, 0, 0, 8.0859e-05, 0, 0
5, Spatiotemporal Gradient, 4100.9572, 4.8713, 0, 0.8106, 0, 0.20756, 0.0089647, 1.7015, 0.75911, 0.072528, 0.75159, 0.41754, 0.0090808, 0.94623, 0.27449, 0.85131, 0, 0, 0.21024, 0, 0
