participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, a_guess, gamma, beta, kappa, lambda_b, lambda_f, zeta, rho, chi, psi, Ter, st
1, Semantic, 2449.8721, 3.0196, 0, 0.69838, 0, 0.31036, 0.21408, 1.8733, 0.77607, 0.12772, 0.018609, 0.86686, 2.5492, 0.24002, 0.15456, 1.3901e-05, 0.39744, 1, 0.29, 0
2, Semantic, 2115.2802, 4.1757, 0, 1.1124, 0, 0.3166, 0.082855, 3.417, 1.9018, 0.0034153, 0.18482, 0.40001, 0.12761, 1.2801, 0.43671, 0.00030662, 0.31286, 1, 1.8791e-05, 0
3, Semantic, 3414.6564, 3.0261, 0, 0.86677, 0, 0.55976, 0.19693, 1.8211, 1.0442, 0.18941, 0.16855, 0.47748, 0.2001, 0.00026086, 0.00082972, 0.03094, 0.47564, 1, 0.1432, 0
4, Semantic, 2849.3101, 4.6219, 0, 1.6471, 0, 0.33969, 0.0044199, 3.3579, 1.6506, 0.10882, 0.095861, 0.8411, 0.017114, 1.4861, 0.13371, 0.59213, 0.10508, 1, 3.2402e-06, 0
5, Semantic, 4256.5607, 1.0813, 0, 0.85664, 0, 0.53825, 0.23995, 1.0359, 0.6748, 0.30874, 0.29013, 0.90217, 0.19238, 1.4559, 0.72416, 0.47865, 0.34731, 1, 0.20642, 0
