participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, a_guess, gamma, beta, kappa, lambda_b, lambda_f, zeta, rho, chi, psi, Ter, st, iota
1, Spatiotemporal Gradient, 154.1164, 7.5026, 0, 0.092534, 0, 0.0043723, 0.0023224, 3.5808, 1.5265, 0.042376, 0.15197, 0.5953, 1.1724, 0.097216, 0.014876, 0.0073307, 8.1003e-09, 0
2, Spatiotemporal Gradient, 1520.0086, 2.9973, 0, 0.038958, 0, 0.036908, 0.040035, 1.6322, 0.95469, 0.12717, 0.70518, 0.64869, 0.5775, 0.71965, 0.01058, 0.72142, 0.25205, 0
3, Spatiotemporal Gradient, 1204.0087, 4.7792, 0, 0.0027944, 0, 0.02696, 5.8163e-06, 2.3249, 1.1799, 0.0023859, 0.65925, 0.48153, 0.53033, 1.5347, 0.0071391, 0.40083, 0.24128, 0
4, Spatiotemporal Gradient, 1183.7181, 3.0045, 0, 0.071949, 0, 0.043362, 0.050875, 1.44, 0.78035, 0.06477, 0.36134, 0.71418, 0.51574, 0.012685, 0.013766, 0.74264, 0.25245, 0
5, Spatiotemporal Gradient, 1199.618, 2.9998, 0, 0.071588, 0, 0.044176, 0.079281, 1.6851, 1.1073, 0.012651, 0.51064, 0.60353, 0.32771, 0.56548, 0.0085713, 0.1996, 0.25293, 0
6, Spatiotemporal Gradient, 1501.4731, 2.9745, 0, 0.018607, 0, 0.0038625, 0.10313, 2.8533, 0.50001, 0.10957, 2.1948e-06, 0.41988, 0.030095, 1.6328, 0.016239, 0.8242, 0.29976, 0
7, Spatiotemporal Gradient, 1259.2565, 4.954, 0, 0.067005, 0, 0.056362, 0.025191, 1.6193, 0.89987, 0.14207, 0.6452, 0.90062, 0.0065892, 0.22776, 0.0075905, 0.49219, 0.29054, 0
8, Spatiotemporal Gradient, 758.1752, 5.0889, 0, 0.0811, 0, 0.042433, 0.008774, 1.7065, 1.0355, 0.078245, 0.39519, 0.73639, 0.4857, 1.0547, 0.00012043, 0.016295, 0.16032, 0
9, Spatiotemporal Gradient, 1531.2156, 3.0493, 0, 0.041566, 0, 0.044505, 0.072593, 1.9791, 1.1149, 0.053657, 0.17615, 0.49318, 0.35357, 0.90393, 0.0079963, 0.90522, 0.25424, 0
10, Spatiotemporal Gradient, 1342.7925, 3.1567, 0, 0.074147, 0, 0.10548, 0.017428, 1.3904, 1.0588, 0.073202, 0.68313, 0.78398, 0.010325, 0.87283, 0.0051152, 0.51334, 0.20417, 0
11, Spatiotemporal Gradient, 1162.1059, 3.7987, 0, 0.038963, 0, 0.069694, 0.048308, 1.8557, 1.1099, 0.10485, 0.35332, 0.60188, 0.64611, 0.0087475, 0.01364, 0.42468, 0.1717, 0
12, Spatiotemporal Gradient, 1347.8605, 2.9946, 0, 0.044858, 0, 0.040624, 0.050647, 1.8365, 0.8318, 0.07175, 0.66612, 0.62104, 0.36963, 1.0407, 0.003948, 0.64187, 0.27943, 0
13, Spatiotemporal Gradient, 1858.7838, 3.007, 0, 0.048827, 0, 0.046686, 0.074053, 1.5383, 0.81045, 0.12776, 2.0027e-05, 0.70101, 0.46722, 0.471, 3.7403e-06, 0.90472, 0.084598, 0
14, Spatiotemporal Gradient, 1229.7232, 3.0024, 0, 0.052715, 0, 0.026142, 0.043334, 1.0628, 0.89564, 0.14469, 0.85502, 0.69605, 0.80794, 0.33529, 0.0033979, 0.89395, 0.26113, 0
15, Spatiotemporal Gradient, 1087.6529, 3.7648, 0, 0.023475, 0, 0.10228, 0.0016991, 1.2941, 0.71863, 0.059551, 0.70185, 0.51889, 0.12336, 0.36196, 0.011826, 0.89566, 0.26155, 0
16, Spatiotemporal Gradient, 1491.3999, 3.2427, 0, 0.039211, 0, 0.033766, 0.032471, 1.7323, 1.0775, 0.11122, 0.29794, 0.64265, 0.47885, 1.1439, 0.0044836, 0.69148, 0.15411, 0
17, Spatiotemporal Gradient, 880.5824, 4.9838, 0, 0.043053, 0, 0.070807, 0.039196, 1.9399, 0.912, 5.4327e-06, 0.5628, 0.85303, 0.16427, 0.916, 0.0031898, 0.058708, 0.27213, 0
18, Spatiotemporal Gradient, 1525.5186, 2.9519, 0, 0.023807, 0, 0.034286, 0.074669, 3.8261, 1.835, 1.3603e-06, 0.25026, 0.67811, 0.59068, 0.0086156, 0.0034291, 0.136, 0.0017341, 0
19, Spatiotemporal Gradient, 1552.5091, 3.1226, 0, 0.018524, 0, 0.032423, 0.015878, 1.9727, 1.04, 0.051352, 0.34432, 0.51299, 0.39752, 0.56829, 0.029766, 0.89329, 0.27059, 0
20, Spatiotemporal Gradient, 1975.0467, 2.951, 0, 0.065566, 0, 0.042033, 0.038641, 2.4995, 0.69842, 0.067531, 4.8432e-08, 0.48598, 5.9223e-05, 1.4123, 0.012308, 0.98777, 0.11998, 0
21, Spatiotemporal Gradient, 1104.8654, 4.557, 0, 0.038324, 0, 0.021407, 4.4102e-05, 1.559, 0.88592, 0.009932, 0.75963, 0.8532, 0.48303, 0.57746, 0.011391, 0.87233, 0.25186, 0
22, Spatiotemporal Gradient, 851.8206, 7.1498, 0, 0.032609, 0, 0.052716, 0.041632, 1.5974, 0.65697, 0.13922, 0.83103, 0.49941, 0.28384, 0.67028, 7.0442e-07, 0.60637, 0.25864, 0
23, Spatiotemporal Gradient, 2024.312, 2.9918, 0, 0.015752, 0, 5.9187e-06, 0.059141, 1.9658, 1.3856, 0.1287, 0.27691, 0.72974, 0.29218, 1.0487, 0.0103, 0.8377, 0.14809, 0
24, Spatiotemporal Gradient, 1243.1061, 2.9948, 0, 0.00078111, 0, 0.080235, 0.074933, 1.7488, 1.0654, 2.5394e-06, 0.59132, 0.47833, 0.28653, 1.1494, 0.0053508, 0.91104, 0.22994, 0
25, Spatiotemporal Gradient, 1370.3533, 7.4936, 0, 0.0038604, 0, 0.03062, 0.031159, 2.5397, 1.2046, 0.013612, 0.69389, 0.6572, 0.061678, 0.6402, 0.013185, 0.88627, 0.245, 0
26, Spatiotemporal Gradient, 2328.8248, 2.995, 0, 0.057261, 0, 0.0011538, 0.057072, 2.3173, 1.0041, 0.13512, 0.00054851, 0.71998, 0.62279, 0.62984, 0.011507, 0.91894, 0.11726, 0
27, Spatiotemporal Gradient, 954.2886, 4.4588, 0, 0.016151, 0, 0.051552, 0.093386, 1.668, 0.97358, 0.017894, 0.5478, 0.73614, 0.77003, 0.76013, 0.0072423, 0.0092157, 0.26801, 0
28, Spatiotemporal Gradient, 1188.9819, 4.9734, 0, 0.013475, 0, 0.061647, 0.052172, 2.1191, 0.85908, 0.13655, 0.78521, 0.49968, 0.29648, 0.92857, 0.0097758, 0.22124, 0.23828, 0
29, Spatiotemporal Gradient, 1401.85, 3.0487, 0, 0.05155, 0, 0.042722, 0.057409, 1.2723, 0.91323, 0.11494, 0.56696, 0.49978, 0.28134, 0.61802, 0.0078934, 0.81338, 0.26881, 0
30, Spatiotemporal Gradient, 1315.4833, 5.0023, 0, 0.00034079, 0, 0.019794, 0.051473, 1.1379, 0.83885, 0.11029, 0.50961, 0.56535, 0.60291, 1.3251, 2.4914e-07, 0.93777, 0.2722, 0
31, Spatiotemporal Gradient, 170.9307, 6.9842, 0, 0.056124, 0, 0.038052, 0.026999, 2.1202, 1.0871, 3.3201e-06, 0.2732, 0.89723, 0.43122, 1.948, 0.0092927, 0.088375, 0.1877, 0
32, Spatiotemporal Gradient, 1427.7205, 3.478, 0, 0.029612, 0, 0.074304, 0.071089, 2.028, 1.0314, 0.027951, 0.65616, 0.56423, 0.34886, 0.0079853, 0.0047673, 0.90244, 0.21985, 0
33, Spatiotemporal Gradient, 1872.3523, 3.5338, 0, 0.063644, 0, 0.00019995, 1.0327e-05, 1.7524, 1.1286, 0.11419, 0.31981, 0.49666, 0.80765, 0.45253, 0.018209, 0.86683, 0.19003, 0
34, Spatiotemporal Gradient, 1978.0841, 2.9235, 0, 0.051295, 0, 0.067204, 0.05512, 2.8808, 0.69741, 0.097475, 0.0161, 0.48871, 0.29073, 1.3434, 7.2907e-06, 0.78176, 0.11241, 0
35, Spatiotemporal Gradient, 2326.0298, 4.9683, 0, 0.061776, 0, 0.011694, 0.079218, 2.2067, 0.68489, 0.12047, 1.4811e-07, 0.67145, 0.58973, 0.43446, 0.010305, 0.96915, 0.083856, 0
36, Spatiotemporal Gradient, 827.7028, 5.048, 0, 0.052654, 0, 0.028404, 0.050607, 1.4646, 0.81699, 0.058753, 0.61038, 0.50774, 0.36201, 1.0779, 0.016513, 0.058134, 0.24898, 0
