,participant,nLL,aic,prec1,prec2,gamma,kappa,lambda_b,lambda_f,beta,zeta,rho,chi
result.1,1,537.4597243,1094.919449,20.36890236,2.527057088,0.117579953,0.999769448,4.056629537,0.558544865,0.090684771,0.996915679,0.929422964,0.009528947
result.2,2,268.4658071,556.9316141,38.15093287,17.36216933,0.07505544,0.999172916,0.002214088,1.912660425,0.106328133,0.995230044,0.753557686,0.81729135
result.3,3,1174.628988,2369.257977,15.16891385,16.18384437,0.096654535,0.102147488,4.999707156,0.92148764,0.320137817,0.977749512,0.000454269,0.88827659
result.4,4,777.3328222,1574.665644,21.62618645,20.10825506,0.159677036,0.993226949,0.079850786,3.700142307,0.182361687,0.944223181,0.674486722,0.402604558
result.5,5,1795.016711,3610.033422,15.17132953,23.00723718,0.444300502,0.119773038,0.00063317,0.976359221,0.799787502,0.377669466,0.733790857,0.509362353
,,,,22.09725301,15.83771261,0.178653493,0.642817968,1.827806947,1.613838892,0.299859982,0.858357576,0.618342499,0.52541276
