"","participant","nLL","aic","prec1","prec2","gamma","kappa","lambda_b","lambda_f","beta","zeta","rho","chi","iota"
"result.1",1,658.189958267086,1338.37991653417,20.6363808577104,1.42735727872247,0.0486259723496603,0.995368069894412,3.80808272483642,1.32565383518255,0.00379166000457014,0.989570001429212,0.886148290488125,0.0483398709952604,0.719412012491375
"result.2",2,417.943487776563,857.886975553127,36.7826336567224,10.7620973431119,0.0539495474903509,0.804690767872612,2.18644340066496,4.93431402139728,0.0952763935422943,0.988151965511899,0.434412489339598,0.0236640952061862,0.00838803440340642
"result.3",3,1412.53903910175,2847.07807820349,15.1526271850037,14.8684244330793,0.0520486796008878,0.996447442124882,4.92572100978565,4.64143653959174,0.333902465664465,0.997784080401843,0.649094337381006,0.00116830715683146,0.494627944064092
"result.4",4,961.361610179345,1944.72322035869,22.6025534289202,12.2889347206584,0.11350972588231,0.448336762588501,1.00184839760608,4.95819512361571,0.0541139612383772,0.977661628906869,0.615121756324033,0.0461877428584762,0.0933012396737626
"result.5",5,1981.04018765807,3984.08037531615,16.4841235764722,10.2284644718446,0.109643058037713,0.507570427603123,0.01631344575924,4.98999683888519,0.550799771555431,0.582913249952854,0.794971271921941,0.639287438962028,0.026812486200372
