,participant,nLL,aic,prec1,prec2,gamma,kappa,lambda_b,lambda_f,beta,zeta,rho,chi,psi
result.1,1,539.1374617,1100.274923,20.24822416,1.157227251,0.029634365,0.456082627,4.59306013,0.24115879,0.001319815,0.976706566,0.76140043,0.146295151,0.037734022
result.2,2,266.6457947,555.2915894,37.84293341,11.68984379,0.02345058,0.526673076,0.663428982,0.719486273,0.065785017,0.967947322,0.144453887,0.376194822,0.077521357
result.3,3,1174.165396,2370.330793,15.62868939,11.84441939,0.022460148,0.999820388,4.862294493,1.317609473,0.291220469,0.993834952,0.273084679,0.605749746,0.007025195
result.4,4,743.1545057,1508.309011,21.99439883,14.46080995,0.041572084,0.991410088,0.406015389,4.397391722,0.043836611,0.995679037,0.14431827,0.382532207,0.362888856
result.5,5,1773.943783,3569.887566,16.92702081,10.57692273,0.081166723,0.513178457,0.327214894,4.29566392,0.54348052,0.579255561,0.082471636,0.882706552,0.028566499
,,,9104.093883,22.52825332,9.945844623,0.03965678,0.697432927,2.170402777,2.194262036,0.189128486,0.902684687,0.28114578,0.478695695,0.102747186
