,participant,nLL,aic,prec1,prec2,gamma,kappa,lambda_b,lambda_f,beta,zeta,rho,chi,psi
result.1,1,537.6602636,1097.320527,20.31083227,2.412665243,0.120329269,0.999531258,4.277649382,0.789704746,0.092284551,0.985711591,0.881738024,0.038544028,0.001709039
result.2,2,268.5048821,559.0097642,38.14343538,15.99745426,0.084938629,0.999871934,0.109149285,2.165990298,0.10564369,0.963375688,0.122396878,0.814829574,0.00553401
result.3,3,1174.6479,2371.295801,15.23731107,16.26429813,0.09672296,0.129255507,4.982464903,0.907131357,0.322137328,0.972042365,0.00087462,0.875101052,0.016577144
result.4,4,777.4213927,1576.842785,21.96966662,21.23263871,0.171982716,0.957134372,0.095846221,2.60505587,0.184685531,0.990673828,0.41728986,0.301007173,0.00294417
result.5,5,1795.096892,3612.193784,14.00189016,23.49716591,0.531968624,0.644863372,0.001188462,1.273710673,0.799350233,0.468182171,0.285847927,0.474737588,0.020204258
,,,9216.662662,21.9326271,15.88084445,0.20118844,0.746131289,1.893259651,1.548318589,0.300820267,0.875997129,0.341629462,0.500843883,0.009393724
