"","participant","nLL","aic","prec1","prec2","gamma","kappa","lambda_b","lambda_f","beta","zeta","rho","chi","psi","iota"
"result.1",1,659.351833571359,1342.70366714272,20.4770565003502,1.33076887027911,0.048948636982693,0.908228875816177,2.60281393742234,1.68509006724914,0.0181314901576375,0.987188250094989,0.773456889276988,0.00600200414834921,0.203464668950525,0.141588388709351
"result.2",2,417.849179309295,859.698358618591,37.0932847894114,11.430068836573,0.0472079272500099,0.846679739986079,1.08163759112358,4.71270106242374,0.0943894936392459,0.984370639859168,0.522099615301314,0.0145264053534573,0.457132235450941,0.0658600372223585
"result.3",3,1412.5931241814,2849.1862483628,15.0729901436212,12.661403746235,0.0531513188920945,0.989885556160793,4.99359505132249,4.20236225921185,0.333545147953658,0.996176719058223,0.641770479206489,0.00190385957258052,0.202906091361232,0.274056201123646
"result.4",4,961.347864177802,1946.6957283556,22.2993812971949,13.0099718711054,0.133651578982488,0.446948449570821,1.0234749060083,4.59293987991669,0.0544976170724279,0.976934536771521,0.550174159872793,0.00713898697968469,0.403450926997229,0.245449921705891
"result.5",5,1980.74400586633,3985.48801173267,14.2894462974041,9.07949061200338,0.25303303956835,0.729264143983226,0.11280594733265,4.80022589092221,0.543645932569683,0.010289391560356,0.300848379096593,0.331688147438233,0.287126716559525,0.0218599025984897
