,word,FREQcount,CDcount,FREQlow,CDlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,length
16975,wail,44,39,38,35,0.86,1.6532,0.46,1.6021,4
17053,drab,41,38,40,37,0.8,1.6232,0.45,1.5911,4
17060,eons,44,38,40,34,0.86,1.6532,0.45,1.5911,4
17067,flak,54,38,44,31,1.06,1.7404,0.45,1.5911,4
17073,gags,58,38,43,33,1.14,1.7709,0.45,1.5911,4
17075,gimp,48,38,38,34,0.94,1.6902,0.45,1.5911,4
17092,isle,62,38,51,31,1.22,1.7993,0.45,1.5911,4
17166,sash,58,38,50,34,1.14,1.7709,0.45,1.5911,4
17229,acne,46,37,45,36,0.9,1.6721,0.44,1.5798,4
17232,airs,39,37,37,35,0.76,1.6021,0.44,1.5798,4
17250,blot,48,37,45,36,0.94,1.6902,0.44,1.5798,4
17281,crit,62,37,44,28,1.22,1.7993,0.44,1.5798,4
17376,naps,53,37,42,35,1.04,1.7324,0.44,1.5798,4
17410,rein,39,37,33,31,0.76,1.6021,0.44,1.5798,4
17478,verb,54,37,54,37,1.06,1.7404,0.44,1.5798,4
17483,wack,87,37,53,35,1.71,1.9445,0.44,1.5798,4
17486,Wick,128,37,31,23,2.51,2.1106,0.44,1.5798,4
17492,aced,39,36,33,31,0.76,1.6021,0.43,1.5682,4
17532,coax,41,36,41,36,0.8,1.6232,0.43,1.5682,4
17566,Fang,98,36,16,14,1.92,1.9956,0.43,1.5682,4
17595,icky,61,36,56,31,1.2,1.7924,0.43,1.5682,4
17608,kegs,49,36,48,35,0.96,1.699,0.43,1.5682,4
17621,Mesa,66,36,14,11,1.29,1.8261,0.43,1.5682,4
17650,perm,51,36,46,33,1,1.716,0.43,1.5682,4
17688,saga,40,36,37,34,0.78,1.6128,0.43,1.5682,4
17753,Alto,69,35,12,8,1.35,1.8451,0.42,1.5563,4
17930,putt,58,35,52,33,1.14,1.7709,0.42,1.5563,4
17962,soot,55,35,44,31,1.08,1.7482,0.42,1.5563,4
17983,tarp,50,35,45,34,0.98,1.7076,0.42,1.5563,4
18038,Bane,94,34,24,22,1.84,1.9777,0.41,1.5441,4
18045,blip,41,34,41,34,0.8,1.6232,0.41,1.5441,4
18137,font,48,34,46,33,0.94,1.6902,0.41,1.5441,4
18140,fray,48,34,39,32,0.94,1.6902,0.41,1.5441,4
18156,hive,50,34,50,34,0.98,1.7076,0.41,1.5441,4
18196,Mead,53,34,15,11,1.04,1.7324,0.41,1.5441,4
18198,mime,58,34,51,33,1.14,1.7709,0.41,1.5441,4
18232,plop,43,34,34,29,0.84,1.6435,0.41,1.5441,4
18285,stub,49,34,46,33,0.96,1.699,0.41,1.5441,4
18337,ails,39,33,39,33,0.76,1.6021,0.39,1.5315,4
18395,Dill,90,33,26,23,1.76,1.959,0.39,1.5315,4
18559,Rook,71,33,35,21,1.39,1.8573,0.39,1.5315,4
18583,Tiki,131,33,36,18,2.57,2.1206,0.39,1.5315,4
18608,amps,49,32,48,32,0.96,1.699,0.38,1.5185,4
18685,Dirk,137,32,4,3,2.69,2.1399,0.38,1.5185,4
18689,dodo,51,32,32,27,1,1.716,0.38,1.5185,4
18690,dole,49,32,31,22,0.96,1.699,0.38,1.5185,4
18720,flux,53,32,40,30,1.04,1.7324,0.38,1.5185,4
18775,lode,41,32,38,30,0.8,1.6232,0.38,1.5185,4
18781,mats,61,32,51,30,1.2,1.7924,0.38,1.5185,4
18796,oars,55,32,53,32,1.08,1.7482,0.38,1.5185,4
18885,tuba,61,32,58,30,1.2,1.7924,0.38,1.5185,4
18944,bins,39,31,38,30,0.76,1.6021,0.37,1.5051,4
18955,Brie,46,31,20,17,0.9,1.6721,0.37,1.5051,4
19069,Levy,99,31,11,10,1.94,2,0.37,1.5051,4
19106,Pang,81,31,15,13,1.59,1.9138,0.37,1.5051,4
19167,silo,48,31,40,30,0.94,1.6902,0.37,1.5051,4
19193,suns,48,31,34,25,0.94,1.6902,0.37,1.5051,4
19271,bile,40,30,33,28,0.78,1.6128,0.36,1.4914,4
19526,tier,54,30,43,27,1.06,1.7404,0.36,1.4914,4
19569,Aqua,70,29,20,16,1.37,1.8513,0.35,1.4771,4
19594,buoy,60,29,60,29,1.18,1.7853,0.35,1.4771,4
19737,mega,40,29,25,21,0.78,1.6128,0.35,1.4771,4
19971,clog,41,28,41,28,0.8,1.6232,0.33,1.4624,4
20011,dune,51,28,29,18,1,1.716,0.33,1.4624,4
20028,fats,48,28,30,13,0.94,1.6902,0.33,1.4624,4
20030,Fern,163,28,22,14,3.2,2.2148,0.33,1.4624,4
20046,Gill,87,28,4,4,1.71,1.9445,0.33,1.4624,4
20373,Diva,78,27,36,22,1.53,1.8976,0.32,1.4472,4
20419,gull,56,27,31,19,1.1,1.7559,0.32,1.4472,4
20848,judo,49,26,26,20,0.96,1.699,0.31,1.4314,4
20963,rims,39,26,38,25,0.76,1.6021,0.31,1.4314,4
21034,tome,39,26,25,20,0.76,1.6021,0.31,1.4314,4
21102,Bard,41,25,16,13,0.8,1.6232,0.3,1.415,4
21144,Chai,52,25,19,13,1.02,1.7243,0.3,1.415,4
21250,hiss,47,25,29,21,0.92,1.6812,0.3,1.415,4
21291,Mach,95,25,7,7,1.86,1.9823,0.3,1.415,4
21350,pups,46,25,45,24,0.9,1.6721,0.3,1.415,4
21379,sass,47,25,24,23,0.92,1.6812,0.3,1.415,4
21495,zoos,39,25,32,22,0.76,1.6021,0.3,1.415,4
21546,Boon,108,24,49,18,2.12,2.0374,0.29,1.3979,4
21637,eels,61,24,35,20,1.2,1.7924,0.29,1.3979,4
21774,Noir,41,24,20,13,0.8,1.6232,0.29,1.3979,4
21998,bale,104,23,71,18,2.04,2.0212,0.27,1.3802,4
22227,kiwi,40,23,22,17,0.78,1.6128,0.27,1.3802,4
22269,moor,101,23,82,14,1.98,2.0086,0.27,1.3802,4
22328,Rams,42,23,12,10,0.82,1.6335,0.27,1.3802,4
22350,Rove,58,23,8,7,1.14,1.7709,0.27,1.3802,4
22426,toga,47,23,30,20,0.92,1.6812,0.27,1.3802,4
22531,carp,39,22,23,15,0.76,1.6021,0.26,1.3617,4
22777,Oink,55,22,26,14,1.08,1.7482,0.26,1.3617,4
22802,pips,56,22,30,10,1.1,1.7559,0.26,1.3617,4
22876,Seer,75,22,28,17,1.47,1.8808,0.26,1.3617,4
22945,tock,47,22,38,18,0.92,1.6812,0.26,1.3617,4
23083,Char,72,21,6,6,1.41,1.8633,0.25,1.3424,4
23283,Kelp,63,21,30,16,1.24,1.8062,0.25,1.3424,4
23338,Newt,68,21,19,16,1.33,1.8388,0.25,1.3424,4
23393,purr,39,21,25,20,0.76,1.6021,0.25,1.3424,4
24002,spud,47,20,30,12,0.92,1.6812,0.24,1.3222,4
24126,Apex,43,19,18,15,0.84,1.6435,0.23,1.301,4
24676,Vale,75,19,5,5,1.47,1.8808,0.23,1.301,4
25259,sumo,42,18,24,13,0.82,1.6335,0.21,1.2788,4
25777,Pelt,48,17,15,13,0.94,1.6902,0.2,1.2553,4
25895,skit,42,17,40,16,0.82,1.6335,0.2,1.2553,4
26228,dojo,46,16,35,11,0.9,1.6721,0.19,1.2304,4
27982,Opal,52,14,6,3,1.02,1.7243,0.17,1.1761,4
29197,Ware,112,13,14,8,2.2,2.0531,0.15,1.1461,4
30623,Flan,86,11,39,10,1.69,1.9395,0.13,1.0792,4
32161,Rune,57,10,11,7,1.12,1.7634,0.12,1.0414,4
38501,toon,53,6,0,0,1.04,1.7324,0.07,0.8451,4
