,participant,nLL,aic,prec1,prec2,gamma,kappa,lambda_b,lambda_f,beta,zeta,rho,chi,psi
result.1,1,542.2304636,1106.460927,19.96675347,1.477294212,0.026811168,0.702685386,4.313514358,0.545735987,0.027327761,0.994727089,0.80022114,0.020962214,0.127413743
result.2,2,269.9467703,561.8935407,37.99773889,10.14806594,0.020869235,0.622952813,1.348416706,1.217164395,0.068418242,0.975534855,0.221419002,0.510639004,0.025601417
result.3,3,1174.861456,2371.722911,15.51193142,15.06397189,0.021005382,0.999941299,4.984046847,1.420418576,0.301692688,0.996860199,0.233135411,0.550594305,0.108910846
result.4,4,747.1463678,1516.292736,21.99160366,13.28967857,0.037785438,0.978937148,0.454088487,4.94360893,0.050730656,0.887289934,0.121021798,0.111655026,0.681781487
result.5,5,1780.706415,3583.412831,15.18740785,16.43955929,0.095760864,0.986774453,0.32898407,3.186863793,0.664672813,0.462093703,0.104280034,0.840154313,0.024459631
,,,9139.782945,22.13108706,11.28371398,0.040446418,0.85825822,2.285810094,2.262758336,0.222568432,0.863301156,0.296015477,0.406800972,0.193633425
