,participant,nLL,aic,prec1,prec2,gamma,kappa,lambda_b,lambda_f,beta,zeta,rho,chi,psi
result.1,1,536.3701006,1094.740201,20.78235664,1.366162764,0.050197536,0.793489543,2.686922356,0.262583179,0.007896809,0.999020853,0.884646304,0.032024858,0.026600923
result.2,2,268.8034181,559.6068363,38.17608294,9.740715362,0.023020181,0.976815021,3.491830317,4.06102446,0.058756297,0.982025182,0.157241973,0.74252506,0.017872224
result.3,3,1171.816172,2365.632345,16.07892901,9.883574263,0.072392054,0.992230217,4.479087154,1.752033262,0.281992099,0.993223522,0.729806826,0.094901875,0.006681898
result.4,4,739.5476363,1501.095273,22.38068911,15.51642969,0.066107302,0.953668577,0.253506301,2.581357631,0.052703647,0.736865906,0.4358554,0.110506615,0.205654626
result.5,5,1773.302149,3568.604297,16.73552173,11.16030363,0.085034982,0.867408268,0.077745037,1.976303048,0.550278498,0.688092785,0.109139274,0.386392221,0.471379243
,,,9089.678952,22.83071589,9.533437141,0.059350411,0.916722325,2.197818233,2.126660316,0.19032547,0.87984565,0.463337956,0.273270126,0.145637783
