,participant,nLL,aic,prec1,prec2,gamma,kappa,lambda_b,lambda_f,beta,zeta,rho
result.1,1,535.0314018,1088.062804,21.32602677,1.488078205,0.056462248,0.885264057,4.448871267,0.546441061,0.002839404,0.994717722,0.961730607
result.2,2,271.8547933,561.7095867,37.92536021,12.27710154,0.029303547,0.509587534,0.572295523,0.604514257,0.072607471,0.333397714,0.692029737
result.3,3,1171.701542,2361.403085,16.46304534,11.13888239,0.076590291,0.99987938,4.871264364,2.080601356,0.300545714,0.994484161,0.854471019
result.4,4,739.8270296,1497.654059,23.24980025,12.65090793,0.085849811,0.926891719,0.219608599,1.987253514,0.040471814,0.478573241,0.755081955
result.5,5,1773.752296,3565.504592,15.68141952,13.21692267,0.170061877,0.604619034,0.018708581,0.323152503,0.576021889,0.100979043,0.749307767
,,,9074.334126,22.92913042,10.15437855,0.083653555,0.785248345,2.026149667,1.108392538,0.198497258,0.580430376,0.802524217
