,participant,nLL,aic,prec1,prec2,gamma,kappa,lambda_b,lambda_f,beta,zeta,rho,chi,psi
result.1,1,539.5193019,1101.038604,20.05961101,1.402268523,0.03246681,0.665556085,4.7476646,0.134585758,0.002722129,0.99880267,0.820215804,0.010175871,0.113399565
result.2,2,266.7795453,555.5590905,37.9079205,11.98634163,0.020754761,0.464160026,0.932395135,0.765453773,0.063891488,0.723098995,0.336587436,0.3342684,0.037874277
result.3,3,1174.189707,2370.379415,15.47707417,13.13924511,0.0223829,0.99850779,4.442905696,1.348132199,0.292701648,0.988629513,0.266460163,0.563023745,0.048939187
result.4,4,743.0973874,1508.194775,21.90773423,13.41189061,0.03769982,0.94230574,0.724971323,4.526839942,0.049854793,0.903525897,0.150371944,0.354954259,0.404030328
result.5,5,1774.112303,3570.224606,15.58561369,11.9214556,0.078599327,0.687363632,0.669009366,4.946793563,0.57058828,0.545944317,0.047112541,0.566277788,0.379261765
,,,9105.39649,22.18759072,10.37224029,0.038380723,0.751578655,2.303389224,2.344361047,0.195951668,0.832000278,0.324149578,0.365740013,0.196701025
