,participant,nLL,aic,prec1,prec2,gamma,kappa,lambda_b,lambda_f,beta,zeta,rho,chi
result.1,1,537.3681123,1094.736225,20.7769962,1.448307129,0.078370822,0.988313945,4.994375353,0.139321092,0.000600731,0.99897584,0.429842698,0.197884532
result.2,2,265.2282644,550.4565287,38.21340306,12.48734398,0.103322989,0.551231494,0.30118115,0.341357452,0.074168941,0.933136582,0.021373683,0.519698109
result.3,3,1173.60551,2367.21102,15.850334,13.34046158,0.08131654,0.954644146,4.968279202,0.609382491,0.286027373,0.995662412,0.155086195,0.309833691
result.4,4,739.1738288,1498.347658,22.77129969,17.8492728,0.21579041,0.751224373,0.086386902,1.14849767,0.047577665,0.950974694,0.123204692,0.025358328
result.5,5,1773.499351,3566.998702,18.92467478,10.11913047,0.336050385,0.461610606,0.018445363,0.224510529,0.535578062,0.163962545,0.232176632,0.102026774
