"","participant","nLL","aic","prec1","prec2","gamma","beta"
"result.1",1,669.168610544405,1346.33722108881,20.1049312561623,0.406194437801077,0.117276502650646,0.050000000003502
"result.2",2,420.631285411096,849.262570822192,36.2513776159607,22.4455082812863,0.0616796765629699,0.111973477300098
"result.3",3,1417.13289525203,2842.26579050405,14.6582052976728,12.1865607163295,0.050000000000058,0.342233140782963
"result.4",4,977.657206066784,1963.31441213357,21.4987759965771,14.9607440160096,0.223460936882683,0.0673850295053257
"result.5",5,1981.83925006719,3971.67850013438,16.1272569738596,8.91060811517984,0.333128598026274,0.539913832300943
