"","participant","nLL","aic","prec1","prec2","gamma","kappa","lambda_b","lambda_f","beta"
"result.1",1,664.252162939649,1342.5043258793,20.2370961539567,0.965716657139069,0.12350365835444,0.998537913823639,3.72750923174447,0.222581609107285,0.0970155174532023
"result.2",2,418.843705422262,851.687410844525,36.2883542105963,13.4070348271693,0.130216428816471,0.737726742469444,0.0541443218635108,0.323606487752248,0.102157004769885
"result.3",3,1413.93253353541,2841.86506707081,14.8230417138221,13.2591532402532,0.113785857345931,0.781350954322841,1.00414668491646,0.255898168761836,0.34417617809714
"result.4",4,964.559119046362,1943.11823809272,21.1313291062193,12.2593983267989,0.406018321922635,0.631351357727873,0.0512545883779325,0.455872073426828,0.0608817133682313
"result.5",5,1984.02766405388,3982.05532810776,9.68559967260606,15.236977756255,0.999977637967602,0.658216490318137,0.0212950606626322,0.295645407618823,0.618250575617364
