"","participant","nLL","aic","prec1","prec2","gamma","kappa","lambda_b","lambda_f","beta","zeta","rho"
"result.1",1,657.033645343801,1332.0672906876,21.0271562304737,1.0497405864114,0.0526491789128969,0.997877974917634,3.41879414212094,4.11280757281929,0.00797129754443406,0.988242037049945,0.862615332596283
"result.2",2,417.813812713901,853.627625427803,36.7462310215129,13.5764391302717,0.0478335833322771,0.824040355621428,1.25767082486691,4.99455384728957,0.0987148150754968,0.996236022346152,0.488670806903708
"result.3",3,1412.48390180484,2842.96780360969,15.435402695077,12.6878645047935,0.0534709698388641,0.99752778987994,4.77437596265467,4.96595793433038,0.336635999289498,0.995849501910595,0.666613538527839
"result.4",4,961.073560634474,1940.14712126895,22.4060390944569,13.6557652143743,0.122659856761277,0.478279155259792,1.16387997953745,4.9731908208604,0.0615725816521433,0.99105100957544,0.590278559609033
"result.5",5,1981.02602059805,3980.0520411961,16.7932744234259,9.60353594843303,0.135937877351761,0.408827149262246,0.00411995546302781,1.35130026723455,0.545445333705822,0.237924308748916,0.860509456648457
