"","participant","nLL","aic","prec1","prec2","gamma","beta"
"result.1",1,669.16861054438,1346.33722108876,20.1049336281524,0.406196295212724,0.117276429530977,0.0500000000004648
"result.2",2,420.631285411096,849.262570822192,36.2513773666613,22.4455070533863,0.0616796758861429,0.111973476466141
"result.3",3,1417.13289525202,2842.26579050405,14.6582051913497,12.1865578593286,0.0500000000000018,0.342233149954398
"result.4",4,977.657206066782,1963.31441213356,21.4987748752193,14.9607407051135,0.223460974054586,0.067384993316431
"result.5",5,1981.83925006797,3971.67850013595,16.12754923093,8.91048264916511,0.333129484090686,0.539914143063659
