participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, a_guess, gamma, beta, kappa, lambda_b, lambda_f, zeta, rho, chi, psi, Ter, st
1, Orthographic, 2129.4214, 3.6755, 0, 1.4441e-05, 0, 0.34337, 0.019839, 3.165, 1.4931, 3.8563e-06, 0.13587, 0.026862, 1.1929, 0.3081, 0.56901, 0.19869, 0.038064, 0, 0.053328, 0
2, Orthographic, 2208.198, 4.4906, 0, 0.093649, 0, 0.51735, 2.6435e-07, 3.6524, 1.7328, 0.094905, 0.17089, 0.99999, 0.30111, 1.144, 0.15872, 3.1921e-06, 0.18725, 0, 0.00032235, 0
3, Orthographic, 3269.8974, 4.9999, 0, 5.6688e-05, 0, 0.0025469, 0.0023483, 2.5177, 1.282, 0.048794, 0.45642, 1.9306e-10, 0.70427, 1.4029, 0.44606, 0.53587, 0.22855, 0, 0.12816, 0
4, Orthographic, 3009.4381, 4.655, 0, 0.025163, 0, 0.15053, 0.062373, 3.3642, 1.8803, 4.8467e-06, 0.32865, 0.078598, 1.4328, 0.95273, 0.77013, 0.64058, 0.34734, 0, 3.0685e-05, 0
5, Orthographic, 4136.1276, 1.0784, 0, 0.062049, 0, 0.43829, 4.1625e-07, 1.4526, 0.67051, 0.050273, 0.7843, 0.50706, 0.95715, 0.55251, 0.04205, 0.11223, 0.21166, 0, 0.24893, 0
