participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, a_guess, gamma, beta, kappa, lambda_b, lambda_f, zeta, rho, chi, psi, Ter, st
1, Multiplicative, 2172.829, 3.2738, 0, 0.37343, 0, 0.18938, 0.0056236, 3.0392, 1.3638, 0.11421, 0.10355, 0.9539, 1.0444, 1.4605, 2.4974e-05, 0.16152, 0.23009, 1.2519e-07, 1.877e-06, 0
2, Multiplicative, 2063.1091, 4.9078, 0, 0.01779, 0, 0.018896, 0.012777, 3.9209, 1.8438, 4.7149e-06, 0.2368, 0.49676, 0.7477, 1.3522, 0.014685, 0.60046, 0.78528, 0.2622, 5.1813e-06, 0
3, Multiplicative, 3243.1932, 4.8114, 0, 0.19454, 0, 0.19505, 0.012987, 2.5794, 1.3501, 1.5474e-05, 0.43948, 0.5099, 0.53752, 1.0602, 0.31032, 0.34144, 0.71191, 0.097863, 0.10326, 0
4, Multiplicative, 3286.7357, 3.2836, 0, 0.09685, 0, 0.15021, 0.042196, 2.2192, 1.1152, 0.219, 0.059453, 0.85774, 0.0010427, 0.81907, 6.4655e-05, 0.59282, 1.6522e-05, 0.10975, 0.11267, 0
5, Multiplicative, 4324.2113, 5.004, 0, 0.1325, 0, 0.004856, 0.00010491, 1.8503, 0.77391, 0.13119, 0.83823, 0.87978, 1.1448, 0.45929, 0.17401, 0.55402, 0.56118, 0.0093741, 0.23322, 0
