participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, a_guess, gamma, beta, kappa, lambda_b, lambda_f, zeta, rho, chi, psi, Ter, st
1, Additive, 2591.9995, 4.2391, 0, 2.049, 0, 0.62231, 0.62617, 3.6858, 1.9147, 0.010051, 0.17042, 0.49469, 1.1717, 1.2164, 0.18438, 0.36776, 7.4312e-05, 0.9998, 3.3859e-05, 0
2, Additive, 2495.3406, 4.6631, 0, 1.5657, 0, 0.095386, 0.44888, 3.6996, 2.0423, 0.073371, 0.064721, 0.48885, 0.81561, 0.63764, 1.0155, 0.90322, 0.17243, 0.35693, 3.8249e-05, 0
3, Additive, 3627.6507, 4.7842, 0, 0.68795, 0, 0.46299, 0.18235, 2.4147, 1.2348, 0.05983, 0.32899, 0.90589, 0.61999, 1.0382, 0.52225, 0.82766, 0.28108, 0.64024, 0.13639, 0
4, Additive, 3588.1261, 4.8205, 0, 1.3665, 0, 0.33172, 2.1173e-05, 3.4581, 1.7915, 0.176, 0.1322, 0.73008, 0.25516, 1.1944, 0.60346, 0.39871, 0.0066303, 0.41946, 6.653e-05, 0
5, Additive, 4069.204, 0.34513, 0, 1.7111, 0, 0.092301, 0.21185, 0.82084, 1.9263, 0.17143, 0.11869, 0.9051, 1.2746, 1.1063, 0.68405, 0.92749, 0.25314, 0.60373, 0.2309, 0
