participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, a_guess, gamma, beta, Ter, st
1, Intrusion + Guess, 2569.5146, 4.4464, 0, 0.00089791, 0, 0.84775, 0.35707, 3.8967, 1.8721, 2.7238e-08, 0.15018, 0.001125, 0
2, Intrusion + Guess, 2594.9001, 4.2464, 0, 1.3196, 0, 0.070248, 5.2185e-06, 3.4483, 1.4522, 0.20366, 0.033248, 1.3574e-05, 0
3, Intrusion + Guess, 3626.5115, 4.8748, 0, 0.67741, 0, 0.40541, 0.007183, 2.5036, 1.3198, 0.059318, 0.3888, 0.12405, 0
4, Intrusion + Guess, 3632.6848, 5.2984, 0, 1.4801, 0, 0.71726, 0.00033954, 3.8058, 1.779, 0.19166, 0.15314, 0.00011642, 0
5, Intrusion + Guess, 4029.3685, 1.9813, 0, 2.3903, 0, 0.27396, 0.23694, 0.88579, 1.7361, 0.60608, 0.16375, 0.2299, 0
