participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, a_guess, gamma, beta, kappa, lambda_b, lambda_f, zeta, rho, chi, psi, Ter, st
1, Multiplicative, 2594.2867, 4.0755, 0, 1.2199, 0, 0.5097, 0.18551, 3.5579, 1.8554, 0.062191, 0.15115, 0.52005, 0.61626, 0.6099, 0.66972, 0.53411, 0.077182, 0.43015, 6.8624e-07, 0
2, Multiplicative, 2572.5684, 4.8797, 0, 0.88245, 0, 0.31985, 0.13698, 3.8964, 2.0502, 0.025506, 0.23996, 0.90972, 3.7604, 1.8987, 0.056395, 0.69846, 0.13972, 0.83115, 3.1726e-06, 0
3, Multiplicative, 3668.927, 4.2404, 0, 0.59393, 0, 0.28587, 0.11754, 2.2606, 1.3213, 0.14921, 0.36762, 0.90246, 2.0865, 1.2685, 0.28757, 0.81024, 0.038482, 0.0054804, 0.12384, 0
4, Multiplicative, 3715.9843, 4.5986, 0, 1.1586, 0, 0.27591, 0.085487, 3.2837, 1.8197, 0.3236, 0.23799, 0.51511, 8.3469e-06, 0.71816, 1.1986e-05, 0.39574, 0.24428, 0.74062, 0.0082446, 0
5, Multiplicative, 4078.2449, 0.43318, 0, 2.7817, 0, 0.28865, 0.35247, 0.76656, 1.9391, 0.26357, 0.11512, 0.82515, 0.019946, 1.0506, 0.26704, 0.32977, 0.34842, 0.99996, 0.24646, 0
