"","ï..Flat.Intrusion","Temporal","Spatiotemporal","Orthographic","Semantic","Additive","Multiplicative"
"1",0.68886577789735,1.53165940162621e-06,0.300740102500182,2.13455245741019e-09,0.0103806806096725,9.02818837071183e-06,2.87701047038108e-06
"2",7.62014490605136e-26,5.1003288298025e-22,0.999683018463982,5.32349397380992e-74,1.45026232827297e-16,0.000316981536017369,5.38555258579133e-21
"3",1.03469666156075e-05,4.31429431175061e-10,9.06280331744029e-07,5.41874144151734e-08,0.999982838320311,5.85381389181474e-06,6.37388537795249e-15
"4",9.44000974250145e-16,3.80279691483042e-14,0.99999552430671,9.98094852238317e-28,9.18201293203228e-10,4.47477504979496e-06,7.70399238535845e-34
"5",0.293114607876401,3.08400637446135e-12,3.43655310499204e-06,4.85395787885212e-11,0.706881954855784,6.55946691473745e-10,7.13940559327748e-12
"6",1.60503114567245e-34,4.22134859682074e-50,0.999999999999999,3.18590277376978e-115,1.04354794718798e-15,5.2514098368145e-17,5.80118257242318e-73
