"word","is_sequential","present_trial","recog_rating","recog_RT","target_angle","response_angle","response_error","source_RT","valid_RT","block","session","recog_band","intrusion_1","intrusion_2","intrusion_3","intrusion_4","intrusion_5","intrusion_6","intrusion_7","intrusion_8","intrusion_9","intrusion_offset1","intrusion_offset2","intrusion_offset3","intrusion_offset4","intrusion_offset5","intrusion_offset6","intrusion_offset7","intrusion_offset8","intrusion_offset9","intrusion_lag_1","intrusion_lag_2","intrusion_lag_3","intrusion_lag_4","intrusion_lag_5","intrusion_lag_6","intrusion_lag_7","intrusion_lag_8","intrusion_lag_9","participant"
"DUNG",FALSE,2,"5",2712.5,0.97866607694291,1.07941152414452,-0.100745447201614,1111.39999997616,TRUE,3,1,"Low",5.61252143145187,2.06229979387089,4.98524560461599,2.60016706720768,4.84868886875639,4.46478223543958,4.23170011624358,0.0790098259729662,3.4004018383403,1.64932995267063,-1.08363371692798,2.2766057795065,-1.62150099026477,2.41316251536611,2.79706914868291,3.03015126787891,0.899656250969944,-2.42173576139739,-1,1,2,3,4,5,6,7,8,1
"RUNE",FALSE,3,"6",1078.39999997616,2.06229979387089,1.92347658304992,0.138823210820969,848.399999976158,TRUE,3,1,"High",5.61252143145187,0.97866607694291,4.98524560461599,2.60016706720768,4.84868886875639,4.46478223543958,4.23170011624358,0.0790098259729662,3.4004018383403,2.73296366959861,1.08363371692798,-2.9229458107451,-0.537867273336787,-2.7863890748855,-2.40248244156869,-2.16940032237269,1.98328996789792,-1.33810204446941,-2,-1,1,2,3,4,5,6,7,1
"VERB",FALSE,4,"6",669.600000023842,4.98524560461599,5.30710451518071,-0.321858910564719,958.399999976158,TRUE,3,1,"High",5.61252143145187,0.97866607694291,2.06229979387089,2.60016706720768,4.84868886875639,4.46478223543958,4.23170011624358,0.0790098259729662,3.4004018383403,-0.627275826835874,-2.2766057795065,2.9229458107451,2.38507853740832,0.136556735859608,0.52046336917641,0.753545488372411,-1.37694952853656,1.58484376627569,-3,-2,-1,1,2,3,4,5,6,1
"SLEW",FALSE,5,"6",1074.79999995232,2.60016706720768,2.96085937534241,-0.360692308134733,1295.5,TRUE,3,1,"High",5.61252143145187,0.97866607694291,2.06229979387089,4.98524560461599,4.84868886875639,4.46478223543958,4.23170011624358,0.0790098259729662,3.4004018383403,-3.01235436424419,1.62150099026477,0.537867273336787,-2.38507853740832,-2.24852180154871,-1.86461516823191,-1.63153304903591,2.52115724123471,-0.800234771132623,-4,-3,-2,-1,1,2,3,4,5,1
"HULA",FALSE,6,"6",3394,4.84868886875639,4.79417335457107,0.0545155141853133,1080.30000007153,TRUE,3,1,"High",5.61252143145187,0.97866607694291,2.06229979387089,4.98524560461599,2.60016706720768,4.46478223543958,4.23170011624358,0.0790098259729662,3.4004018383403,-0.763832562695482,-2.41316251536611,2.7863890748855,-0.136556735859608,2.24852180154871,0.383906633316802,0.616988752512803,-1.51350626439617,1.44828703041609,-5,-4,-3,-2,-1,1,2,3,4,1
"DUDS",FALSE,7,"6",602.5,4.46478223543958,4.45848977382067,0.00629246161891217,1978.70000004768,TRUE,3,1,"High",5.61252143145187,0.97866607694291,2.06229979387089,4.98524560461599,2.60016706720768,4.84868886875639,4.23170011624358,0.0790098259729662,3.4004018383403,-1.14773919601228,-2.79706914868291,2.40248244156869,-0.52046336917641,1.86461516823191,-0.383906633316802,0.233082119196001,-1.89741289771297,1.06438039709928,-6,-5,-4,-3,-2,-1,1,2,3,1
"BOAR",FALSE,8,"6",692,4.23170011624358,5.61191843949595,-1.38021832325237,799.200000047684,TRUE,3,1,"High",5.61252143145187,0.97866607694291,2.06229979387089,4.98524560461599,2.60016706720768,4.84868886875639,4.46478223543958,0.0790098259729662,3.4004018383403,-1.38082131520829,-3.03015126787891,2.16940032237269,-0.753545488372411,1.63153304903591,-0.616988752512803,-0.233082119196001,-2.13049501690897,0.831298277903284,-7,-6,-5,-4,-3,-2,-1,1,2,1
"GRIT",FALSE,9,"6",646.600000023842,0.0790098259729662,0.245849853032539,-0.166840027059573,849,TRUE,3,1,"High",5.61252143145187,0.97866607694291,2.06229979387089,4.98524560461599,2.60016706720768,4.84868886875639,4.46478223543958,4.23170011624358,3.4004018383403,0.749673701700685,-0.899656250969944,-1.98328996789792,1.37694952853656,-2.52115724123471,1.51350626439617,1.89741289771297,2.13049501690897,2.96179329481225,-8,-7,-6,-5,-4,-3,-2,-1,1,1
"WOMB",FALSE,10,"6",602.5,3.4004018383403,5.62013404536174,-2.21973220702144,670.299999952316,TRUE,3,1,"High",5.61252143145187,0.97866607694291,2.06229979387089,4.98524560461599,2.60016706720768,4.84868886875639,4.46478223543958,4.23170011624358,0.0790098259729662,-2.21211959311157,2.42173576139739,1.33810204446941,-1.58484376627569,0.800234771132623,-1.44828703041609,-1.06438039709928,-0.831298277903284,-2.96179329481225,-9,-8,-7,-6,-5,-4,-3,-2,-1,1
"SASH",FALSE,1,"6",737.399999976158,1.8805486707541,1.99001987186811,-0.109471201114006,849,TRUE,4,1,"High",1.7642565516363,5.38008993140736,2.29545675697301,6.12375579036249,1.45503292539834,3.34170620931397,2.88045547478016,0.448232432785451,6.26283129551932,0.116292119117796,2.78364404652633,-0.414908086218909,2.0399781875712,0.425515745355764,-1.46115753855988,-0.999906804026056,1.43231623796865,1.90090268241436,1,2,3,4,5,6,7,8,9,1
"DOCS",FALSE,2,"6",1637.5,1.7642565516363,2.33349983082428,-0.56924327918798,1139.5,TRUE,4,1,"High",1.8805486707541,5.38008993140736,2.29545675697301,6.12375579036249,1.45503292539834,3.34170620931397,2.88045547478016,0.448232432785451,6.26283129551932,-0.116292119117796,2.66735192740853,-0.531200205336705,1.9236860684534,0.309223626237967,-1.57744965767767,-1.11619892314385,1.31602411885085,1.78461056329657,-1,1,2,3,4,5,6,7,8,1
"LONE",FALSE,3,"6",647.600000023842,5.38008993140736,5.4546618735521,-0.0745719421447406,630.199999928474,TRUE,4,1,"High",1.8805486707541,1.7642565516363,2.29545675697301,6.12375579036249,1.45503292539834,3.34170620931397,2.88045547478016,0.448232432785451,6.26283129551932,-2.78364404652633,-2.66735192740853,3.08463317443435,-0.743665858955131,-2.35812830117057,2.03838372209338,2.4996344566272,-1.35132780855768,-0.882741364111967,-2,-1,1,2,3,4,5,6,7,1
"HICK",FALSE,4,"6",625.599999904633,2.29545675697301,1.62450806049598,0.670948696477026,929,TRUE,4,1,"High",1.8805486707541,1.7642565516363,5.38008993140736,6.12375579036249,1.45503292539834,3.34170620931397,2.88045547478016,0.448232432785451,6.26283129551932,0.414908086218909,0.531200205336705,-3.08463317443435,2.45488627379011,0.840423831574673,-1.04624945234097,-0.584998717807147,1.84722432418756,2.31581076863327,-3,-2,-1,1,2,3,4,5,6,1
"DOLE",FALSE,5,"6",827.899999976158,6.12375579036249,5.93258020765376,0.191175582708733,4015.10000002384,TRUE,4,1,"High",1.8805486707541,1.7642565516363,5.38008993140736,2.29545675697301,1.45503292539834,3.34170620931397,2.88045547478016,0.448232432785451,6.26283129551932,-2.0399781875712,-1.9236860684534,0.743665858955131,-2.45488627379011,-1.61446244221543,2.78204958104851,-3.03988499159725,-0.60766194960255,-0.139075505156836,-4,-3,-2,-1,1,2,3,4,5,1
"GUMS",FALSE,6,"6",1665.39999997616,1.45503292539834,1.39471910832066,0.0603138170776763,806,TRUE,4,1,"High",1.8805486707541,1.7642565516363,5.38008993140736,2.29545675697301,6.12375579036249,3.34170620931397,2.88045547478016,0.448232432785451,6.26283129551932,-0.425515745355764,-0.309223626237967,2.35812830117057,-0.840423831574673,1.61446244221543,-1.88667328391564,-1.42542254938182,1.00680049261288,1.4753869370586,-5,-4,-3,-2,-1,1,2,3,4,1
"RANG",FALSE,7,"6",5379,3.34170620931397,3.60052338858576,-0.258817179271784,2807.70000004768,TRUE,4,1,"High",1.8805486707541,1.7642565516363,5.38008993140736,2.29545675697301,6.12375579036249,1.45503292539834,2.88045547478016,0.448232432785451,6.26283129551932,1.46115753855988,1.57744965767767,-2.03838372209338,1.04624945234097,-2.78204958104851,1.88667328391564,0.46125073453382,2.89347377652852,-2.92112508620535,-6,-5,-4,-3,-2,-1,1,2,3,1
"SLIT",FALSE,8,"6",714.599999904633,2.88045547478016,2.73647642195683,0.143979052823327,450.800000071526,TRUE,4,1,"High",1.8805486707541,1.7642565516363,5.38008993140736,2.29545675697301,6.12375579036249,1.45503292539834,3.34170620931397,0.448232432785451,6.26283129551932,0.999906804026056,1.11619892314385,-2.4996344566272,0.584998717807147,3.03988499159725,1.42542254938182,-0.46125073453382,2.4322230419947,2.90080948644042,-7,-6,-5,-4,-3,-2,-1,1,2,1
"HONK",FALSE,9,"6",739.399999976158,0.448232432785451,0.518261968030567,-0.0700295352451156,981.299999952316,TRUE,4,1,"High",1.8805486707541,1.7642565516363,5.38008993140736,2.29545675697301,6.12375579036249,1.45503292539834,3.34170620931397,2.88045547478016,6.26283129551932,-1.43231623796865,-1.31602411885085,1.35132780855768,-1.84722432418756,0.60766194960255,-1.00680049261288,-2.89347377652852,-2.4322230419947,0.468586444445714,-8,-7,-6,-5,-4,-3,-2,-1,1,1
"REDO",FALSE,10,"6",1030.70000004768,6.26283129551932,0.0142846608605626,-0.0346386725208252,976.399999976158,TRUE,4,1,"High",1.8805486707541,1.7642565516363,5.38008993140736,2.29545675697301,6.12375579036249,1.45503292539834,3.34170620931397,2.88045547478016,0.448232432785451,-1.90090268241436,-1.78461056329657,0.882741364111967,-2.31581076863327,0.139075505156836,-1.4753869370586,2.92112508620535,-2.90080948644042,-0.468586444445714,-9,-8,-7,-6,-5,-4,-3,-2,-1,1
"HUGS",FALSE,1,"6",670.700000047684,0.738628939943863,0.78918118998726,-0.0505522500433966,694.899999976158,TRUE,5,1,"High",4.34549666377573,4.27818628475443,0.948179310650233,1.76360588445919,4.55664038098496,3.83534848552442,1.23356779724302,4.68979876638882,5.14657846953043,2.67631758334772,2.74362796236902,-0.20955037070637,-1.02497694451533,2.46517386613849,-3.09671954558055,-0.494938857299153,2.33201548073463,1.87523577759302,1,2,3,4,5,6,7,8,9,1
"POUT",FALSE,2,"6",3503,4.34549666377573,4.10407710338039,0.241419560395342,1013.10000002384,TRUE,5,1,"High",0.738628939943863,4.27818628475443,0.948179310650233,1.76360588445919,4.55664038098496,3.83534848552442,1.23356779724302,4.68979876638882,5.14657846953043,-2.67631758334772,0.0673103790213041,-2.88586795405409,2.58189077931654,-0.211143717209227,0.510148178251317,3.11192886653272,-0.344302102613089,-0.801081805754698,-1,1,2,3,4,5,6,7,8,1
"BIAS",FALSE,3,"1",3186.19999992847,4.27818628475443,2.71710940915901,1.56107687559542,1148.40000009537,TRUE,5,1,"Unrecognized",0.738628939943863,4.34549666377573,0.948179310650233,1.76360588445919,4.55664038098496,3.83534848552442,1.23356779724302,4.68979876638882,5.14657846953043,-2.74362796236902,-0.0673103790213041,-2.95317833307539,2.51458040029523,-0.278454096230531,0.442837799230013,3.04461848751141,-0.411612481634394,-0.868392184776003,-2,-1,1,2,3,4,5,6,7,1
"FRET",FALSE,4,"1",809.399999976158,0.948179310650233,0.619935775484723,0.32824353516551,1054.10000002384,TRUE,5,1,"Unrecognized",0.738628939943863,4.34549666377573,4.27818628475443,1.76360588445919,4.55664038098496,3.83534848552442,1.23356779724302,4.68979876638882,5.14657846953043,0.20955037070637,2.88586795405409,2.95317833307539,-0.815426573808962,2.67472423684486,-2.88716917487418,-0.285388486592783,2.541565851441,2.08478614829939,-3,-2,-1,1,2,3,4,5,6,1
"THUG",FALSE,5,"6",668.700000047684,1.76360588445919,2.06613480605687,-0.302528921597678,947.799999952316,TRUE,5,1,"High",0.738628939943863,4.34549666377573,4.27818628475443,0.948179310650233,4.55664038098496,3.83534848552442,1.23356779724302,4.68979876638882,5.14657846953043,1.02497694451533,-2.58189077931654,-2.51458040029523,0.815426573808962,-2.79303449652576,-2.07174260106522,0.530038087216178,-2.92619288192963,2.90021272210835,-4,-3,-2,-1,1,2,3,4,5,1
"LICE",FALSE,6,"6",670.5,4.55664038098496,4.59125370261198,-0.0346133216270239,1148.30000007153,TRUE,5,1,"High",0.738628939943863,4.34549666377573,4.27818628475443,0.948179310650233,1.76360588445919,3.83534848552442,1.23356779724302,4.68979876638882,5.14657846953043,-2.46517386613849,0.211143717209227,0.278454096230531,-2.67472423684486,2.79303449652576,0.721291895460544,-2.96011272343764,-0.133158385403862,-0.589938088545471,-5,-4,-3,-2,-1,1,2,3,4,1
"SMOG",FALSE,7,"6",764.5,3.83534848552442,3.75448037525012,0.0808681102742978,579.799999952316,TRUE,5,1,"High",0.738628939943863,4.34549666377573,4.27818628475443,0.948179310650233,1.76360588445919,4.55664038098496,1.23356779724302,4.68979876638882,5.14657846953043,3.09671954558055,-0.510148178251317,-0.442837799230013,2.88716917487418,2.07174260106522,-0.721291895460544,2.6017806882814,-0.854450280864406,-1.31122998400602,-6,-5,-4,-3,-2,-1,1,2,3,1
"AILS",FALSE,8,"6",691.399999976158,1.23356779724302,1.04156405794675,0.19200373929627,494.599999904633,TRUE,5,1,"High",0.738628939943863,4.34549666377573,4.27818628475443,0.948179310650233,1.76360588445919,4.55664038098496,3.83534848552442,4.68979876638882,5.14657846953043,0.494938857299153,-3.11192886653272,-3.04461848751141,0.285388486592783,-0.530038087216178,2.96011272343764,-2.6017806882814,2.82695433803378,2.37017463489217,-7,-6,-5,-4,-3,-2,-1,1,2,1
"ICON",FALSE,9,"6",804.699999928474,4.68979876638882,4.73026017709666,-0.0404614107078372,552.200000047684,TRUE,5,1,"High",0.738628939943863,4.34549666377573,4.27818628475443,0.948179310650233,1.76360588445919,4.55664038098496,3.83534848552442,1.23356779724302,5.14657846953043,-2.33201548073463,0.344302102613089,0.411612481634394,-2.541565851441,2.92619288192963,0.133158385403862,0.854450280864406,-2.82695433803378,-0.456779703141609,-8,-7,-6,-5,-4,-3,-2,-1,1,1
"FUNK",FALSE,10,"6",1006.70000004768,5.14657846953043,5.1445477642992,0.00203070523123117,681.700000047684,TRUE,5,1,"High",0.738628939943863,4.34549666377573,4.27818628475443,0.948179310650233,1.76360588445919,4.55664038098496,3.83534848552442,1.23356779724302,4.68979876638882,-1.87523577759302,0.801081805754698,0.868392184776003,-2.08478614829939,-2.90021272210835,0.589938088545471,1.31122998400602,-2.37017463489217,0.456779703141609,-9,-8,-7,-6,-5,-4,-3,-2,-1,1
"CALF",FALSE,1,"6",850.700000047684,6.12000929459328,0.430406578111626,-0.593582590697933,823,TRUE,6,1,"High",0.887169736801346,4.81636344056793,5.72922876989539,4.28151752999893,1.93684851355977,4.47037455327291,6.00461877676746,1.8708072091536,3.47581561395791,-1.05034574938765,1.30364585402535,0.390780524697893,1.83849176459435,-2.10002452614607,1.64963474132037,0.115390517825819,-2.03398322173991,2.64419368063537,1,2,3,4,5,6,7,8,9,1
"PLOW",FALSE,2,"6",1008.5,0.887169736801346,0.732484112600098,0.154685624201248,714.700000047684,TRUE,6,1,"High",6.12000929459328,4.81636344056793,5.72922876989539,4.28151752999893,1.93684851355977,4.47037455327291,6.00461877676746,1.8708072091536,3.47581561395791,1.05034574938765,2.353991603413,1.44112627408555,2.888837513982,-1.04967877675842,2.69998049070803,1.16573626721347,-0.983637472352258,-2.58864587715656,-1,1,2,3,4,5,6,7,8,1
