"word","is_sequential","recog_rating","recog_RT","target_angle","response_angle","response_error","source_RT","valid_RT","block","session","participant"
"LOAF",FALSE,"1",1015.83499999833,0.775253922933985,0.529683716428857,0.245570206505128,5957.34500000253,TRUE,2,1,1
"PEEK",FALSE,"2",528.865000000224,5.9158379058244,6.09893535289966,-0.183097447075263,4779.38500000164,TRUE,2,1,1
"ROSY",FALSE,"5",958.339999997406,6.18670486085634,1.92182721353732,-2.01830765986056,3785.08999999752,TRUE,2,1,1
"FOLK",FALSE,"1",690.725000000326,2.96163113565491,3.04727870226261,-0.0856475666077028,2610.42000000458,TRUE,2,1,1
"SOOT",FALSE,"5",3982.25499999523,3.38164271001892,3.49303744759334,-0.111394737574424,6003.08999999845,TRUE,2,1,1
"ITCH",FALSE,"2",461.654999999213,3.99358590211532,3.9872352876543,0.00635061446102458,3909.57499999786,TRUE,2,1,1
"PENS",FALSE,"2",931.335000001127,6.00412504594327,5.85108541337272,0.15303963257055,6651.75500000617,TRUE,3,1,1
"BASS",FALSE,"5",2147.43499999889,0.263589552850514,0.443650275027656,-0.180060722177141,3348.05000000051,TRUE,3,1,1
"DUEL",FALSE,"1",903.809999996098,5.48296949663696,1.44477095518252,-2.24498676572515,17457.5649999969,FALSE,3,1,1
"RACK",FALSE,"3",666.460000000428,3.27601469717731,3.41927502872269,-0.143260331545381,1910.70000000019,TRUE,3,1,1
"GUMS",FALSE,"2",1041.63499999419,2.2504876393319,2.57967109133298,-0.329183452001082,4459.67499999818,TRUE,3,1,1
"SLOB",FALSE,"2",15561.9250000017,4.70152781215322,4.7750869640194,-0.0735591518661849,1063.28000000212,TRUE,3,1,1
"ACNE",FALSE,"6",930.309999996098,4.02042903300883,6.21163530056058,-2.19120626755175,4415.37500000396,TRUE,3,1,1
"SMOG",FALSE,"6",2472.75000000093,4.36465072431719,4.28279633657051,0.0818543877466791,4275.77000000025,TRUE,3,1,1
"DENT",FALSE,"6",582.074999998324,1.48949473268693,1.52657738239924,-0.0370826497123171,12523.1799999964,FALSE,3,1,1
"TOOT",FALSE,"2",946.120000000345,5.89346467224643,5.94439094878795,-0.0509262765415137,7454.03999999678,FALSE,3,1,1
"ICKY",FALSE,"3",730.835000002058,1.11914600354699,1.05889646252827,0.060249541018718,1380.93500000099,TRUE,4,1,1
"LEAF",FALSE,"6",785.564999998547,4.89902688137776,4.91595186292128,-0.0169249815435188,628.785000000848,TRUE,4,1,1
"ANTE",FALSE,"6",1282.82500000205,2.46927505755642,2.61975837377538,-0.150483316218966,668.145000003278,TRUE,4,1,1
"SEMI",FALSE,"2",1181.37500000023,2.9818360847125,2.95896578531356,0.022870299398932,10940.9099999976,FALSE,4,1,1
"SOIL",FALSE,"6",554.315000001108,0.493693919255535,0.590493258422317,-0.0967993391667823,932.28500000271,TRUE,4,1,1
"BARF",FALSE,"2",674.830000003567,3.99984053150636,4.04940406640156,-0.0495635348952006,563.659999999683,TRUE,4,1,1
"SLED",FALSE,"3",846.809999995632,0.212935515814279,6.27421693776877,0.221903885225097,1589.75500000082,TRUE,4,1,1
"RUGS",FALSE,"6",1212.18500000401,4.27042277247043,4.11827398352303,0.152148788947397,486.78499999363,TRUE,4,1,1
"BURP",FALSE,"3",716.489999999059,2.10670160774646,2.47662793621435,-0.369926328467887,646.990000001155,TRUE,4,1,1
"GOOF",FALSE,"3",3234.92000000249,0.796693179413164,0.709113364149548,0.0875798152636167,786.160000003409,TRUE,4,1,1
"REEK",FALSE,"6",845.410000001779,5.41274757879175,5.17800509077985,0.234742488011894,511.350000000792,TRUE,5,1,1
"MAPS",FALSE,"2",845.220000002766,0.303236048854903,0.465655638430402,-0.162419589575499,1294.46499999892,TRUE,5,1,1
"POND",FALSE,"5",860.695000003092,0.416925754642849,0.43582179086015,-0.0188960362173018,806.954999999842,TRUE,5,1,1
"SUNS",FALSE,"3",886.42499999702,5.24269751335172,5.20391780874967,0.0387797046020451,658.665000002598,TRUE,5,1,1
"HARE",FALSE,"6",658.089999997057,2.95854391103751,3.24928252442261,-0.290738613385103,491.355000005569,TRUE,5,1,1
"CANS",FALSE,"3",1035.48500000034,5.76906151486298,5.6914698494059,0.077591665457077,935.559999998193,TRUE,5,1,1
"LONE",FALSE,"1",494.604999999749,1.15325225421791,1.0386287022354,0.114623551982514,2592.82499999972,TRUE,5,1,1
"NOVA",FALSE,"6",712.719999996014,3.17515168034723,3.51066162095727,-0.33550994061004,1061.19500000193,TRUE,5,1,1
"MINT",FALSE,"3",444.120000000112,0.333004633995068,0.455615653211224,-0.122611019216156,1042.00000000116,TRUE,5,1,1
"PUTT",FALSE,"2",630.290000000969,5.1999809310819,5.14417486548814,0.0558060655937638,590.709999996703,TRUE,5,1,1
"VARY",FALSE,"2",661.664999999572,5.12035376095305,5.13658338828846,-0.0162296273354032,492.269999995362,TRUE,6,1,1
"LENT",FALSE,"5",4257.12999999826,0.489824532345786,0.69646142210754,-0.206636889761754,1254.59000000404,TRUE,6,1,1
"PACT",FALSE,"3",451.384999992792,4.45186800558893,4.40452642191901,0.0473415836699118,773.695000003092,TRUE,6,1,1
"DUNG",FALSE,"6",962.784999995958,3.86043285406887,3.82047721850723,0.0399556355616393,1310.98499999614,TRUE,6,1,1
"SUMS",FALSE,"6",629.09999999823,2.68004590002473,4.00908438032238,-1.32903848029765,1407.95999999717,TRUE,6,1,1
"GIST",FALSE,"2",664.35500000068,2.92503660748587,2.73200054939327,0.193036058092606,1058.98999999743,TRUE,6,1,1
"DORK",FALSE,"2",450.909999999218,3.85771490244991,4.04465563193238,-0.186940729482474,728.445000000764,TRUE,6,1,1
"FORE",FALSE,"1",565.860000002431,3.08475116965356,3.04727870226261,0.0374724673909514,912.190000002738,TRUE,6,1,1
"BIAS",FALSE,"6",421.590000005439,0.546754312046019,0.424921592359276,0.121832719686744,477.809999996331,TRUE,6,1,1
"JIVE",FALSE,"5",684.04000000027,3.57832103676515,3.79485387836499,-0.216532841599835,542.680000005756,TRUE,6,1,1
"GULL",FALSE,"6",916.375000000466,5.0788068715524,3.15928992084756,1.91951695070484,1678.99000000022,TRUE,7,1,1
"TUBA",FALSE,"1",815.719999998808,4.41833948296868,4.35464289991952,0.0636965830491594,493.229999999981,TRUE,7,1,1
"TAME",FALSE,"5",2071.78500000015,3.03710894168792,2.93231310314225,0.104795838545663,574.010000003967,TRUE,7,1,1
"WITS",FALSE,"2",1117.59999999776,2.79471955797721,2.8267385415815,-0.0320189836042846,624.840000004042,TRUE,7,1,1
"LOOP",FALSE,"6",1049.33000000147,1.97568587592029,1.82224041707291,0.153445458847377,842.434999998659,TRUE,7,1,1
"CURB",FALSE,"2",955.625000002328,4.60907193122133,4.21990321451276,0.389168716708561,1665.21500000078,TRUE,7,1,1
"SAGA",FALSE,"6",927.540000004228,6.24235586598003,0.0448130272597397,-0.0856424684593,818.064999999478,TRUE,7,1,1
"FLED",FALSE,"3",907.059999997728,2.91963222551576,2.9562447035941,-0.0366124780783337,648.359999999404,TRUE,7,1,1
"LEVY",FALSE,"2",720.370000002906,4.59988572256333,4.58099184872962,0.0188938738337177,864.014999999199,TRUE,7,1,1
"SWAY",FALSE,"3",915.579999993555,3.84395610472525,4.07064843315269,-0.226692328427438,492.044999998994,TRUE,7,1,1
"BANE",FALSE,"2",384.385000004899,1.23700127163465,1.07109220698845,0.165909064646198,973.154999999795,TRUE,8,1,1
"SUNK",FALSE,"3",521.240000002086,3.98009445308389,3.8363309297865,0.14376352329739,737.639999999199,TRUE,8,1,1
"SLOP",FALSE,"5",902.009999997914,0.6818631076139,0.722191331499988,-0.0403282238860879,1501.92000000225,TRUE,8,1,1
"SEER",FALSE,"5",782.319999998435,1.58541181899301,1.65534008230789,-0.0699282633148852,1943.08999999333,TRUE,8,1,1
"AXLE",FALSE,"1",1688.39999999898,4.84081913911168,4.95193881519493,-0.111119676083251,763.084999999031,TRUE,8,1,1
"FIST",FALSE,"1",312.930000000168,1.6634701694467,1.72856506439085,-0.0650948949441548,1046.34999999683,TRUE,8,1,1
"SWAP",FALSE,"6",1435.34999999963,4.55981050791618,4.61096824909065,-0.0511577411744737,558.929999999236,TRUE,8,1,1
"RAFT",FALSE,"2",359.544999998994,1.12020957572076,0.886319948064742,0.233889627656013,693.915000003297,TRUE,8,1,1
"WOOL",FALSE,"3",869.089999999851,5.2829423958234,5.51013219562636,-0.22718979980296,566.509999996983,TRUE,8,1,1
"CULT",FALSE,"6",648.520000002813,3.3217241611505,3.65129984771668,-0.329575686566182,857.630000005942,TRUE,8,1,1
"KITS",FALSE,"1",1029.29500000039,5.69929193877626,5.89194972805241,-0.192657789276157,469.595000002533,TRUE,9,1,1
"ROAR",FALSE,"2",854.500000001397,6.05991665029944,5.82152972741638,0.238386922883062,457.269999998622,TRUE,9,1,1
"AILS",FALSE,"6",975.915000002831,6.23010783929084,6.17995001800649,0.0501578212843503,572.260000000708,TRUE,9,1,1
"HEEL",FALSE,"1",754.75,0.493897713106112,0.406622886690906,0.0872748264152056,1292.93000000343,TRUE,9,1,1
"ORAL",FALSE,"5",955.840000002645,1.06783545426655,0.990155553439379,0.0776799008271691,492.474999999162,TRUE,9,1,1
"RUBS",FALSE,"5",979.540000000503,4.7795006315061,4.83234598239689,-0.0528453508907889,530.290000002366,TRUE,9,1,1
"WHAM",FALSE,"2",1180.78000000259,3.82511026115307,3.74050391532002,0.0846063458330466,523.629999995697,TRUE,9,1,1
"HAZE",FALSE,"6",1123.94000000507,5.03306105768888,5.2359647445067,-0.202903686817819,568.924999999814,TRUE,9,1,1
"VIAL",FALSE,"1",492.220000000205,4.37838555628139,4.32325593014467,0.0551296261367158,419.690000002738,TRUE,9,1,1
"WRIT",FALSE,"3",710.590000002645,4.27617803749465,4.13020703287105,0.145971004623602,471.984999996144,TRUE,9,1,1
"GORE",FALSE,"2",742.469999997411,2.99784592075802,2.93983030926951,0.0580156114885138,606.520000001416,TRUE,10,1,1
"HARK",FALSE,"3",699.625000001397,0.353803420905953,0.365087398693777,-0.0112839777878243,435.325000005774,TRUE,10,1,1
"CHAI",FALSE,"3",582.929999996908,4.12493340648208,3.97071293558883,0.154220470893255,494.164999996312,TRUE,10,1,1
"QUIZ",FALSE,"3",940.365000002086,3.28590529605629,3.35903007299274,-0.0731247769364463,394.005000001751,TRUE,10,1,1
"BOAR",FALSE,"5",478.839999996126,2.44625841665147,2.46293016284148,-0.0166717461900143,561.475000002421,TRUE,10,1,1
"FLUX",FALSE,"1",563.549999998882,4.72433212132425,4.7918672249929,-0.067535103668642,560.709999997634,TRUE,10,1,1
"FATS",FALSE,"6",516.619999994989,2.56360531744559,2.34361653718006,0.219988780265524,541.209999995772,TRUE,10,1,1
"LARD",FALSE,"3",807.945000000298,6.07926276533699,6.09319701926087,-0.01393425392388,491.090000003111,TRUE,10,1,1
"AFAR",FALSE,"2",783.459999998566,4.08735714117104,4.08929320227794,-0.00193606110690325,486.340000003111,TRUE,10,1,1
"HUSH",FALSE,"3",362.150000000838,2.47214501875067,2.55237645840501,-0.0802314396543413,524.039999996778,TRUE,10,1,1
"TAPS",FALSE,"2",7149.9449999975,3.52176694840353,3.35565333715361,0.166113611249912,543.210000003688,TRUE,11,1,1
"BRED",FALSE,"2",3036.22500000335,3.09544783404356,2.64825080498208,0.447197029061479,591.994999995455,TRUE,11,1,1
"VENT",FALSE,"3",6769.03499999736,1.88675423043099,2.04625441025002,-0.159500179819033,591.844999995548,TRUE,11,1,1
"QUAD",FALSE,"2",3129.7649999978,0.149103386732548,0.0757476512728738,0.0733557354596741,487.104999999981,TRUE,11,1,1
"GRAD",FALSE,"3",7699.80999999819,0.0809102115544913,0.133975221539797,-0.0530650099853057,433.499999999069,TRUE,11,1,1
"LUSH",FALSE,"3",2401.56499999994,5.9804712497216,5.97806029918262,0.00241095053898199,324.769999999087,TRUE,11,1,1
"ALAS",FALSE,"3",3444.37499999907,4.16973230189182,3.89230441916369,0.27742788272813,541.764999994542,TRUE,11,1,1
"BUDS",FALSE,"2",7207.35499999858,2.42295577768527,2.58818687039904,-0.165231092713767,745.049999997485,TRUE,11,1,1
"LOOT",FALSE,"3",2556.1949999975,5.98738184568054,5.78812474454711,0.199257101133429,336.470000002068,TRUE,11,1,1
"MUTE",FALSE,"2",1663.48499999708,5.77459613169616,5.62174890201413,0.152847229682028,744.274999997113,TRUE,11,1,1
"WAND",FALSE,"2",460.554999997839,3.61046391373066,3.20615795881341,0.404305954917254,2305.88999999964,TRUE,-1,2,1
"PEEP",FALSE,"2",678.115000002435,5.83990985975959,5.75350159075073,0.0864082690088583,434.450000000652,TRUE,-1,2,1
"SUED",FALSE,"3",529.539999999542,2.24131756571359,2.58344975081153,-0.342132185097937,8567.82000000021,FALSE,-1,2,1
"VOWS",FALSE,"5",529.474999999366,4.40505954193825,4.43593320373981,-0.0308736618015573,761.565000000701,TRUE,-1,2,1
"FLAW",FALSE,"3",244.080000000395,2.81437957389471,2.8488795783658,-0.0345000044710821,348.420000002079,TRUE,-1,2,1
"SNIP",FALSE,"1",286.810000001453,3.487956004286,3.85761592441485,-0.369659920128852,1571.89999999903,TRUE,0,2,1
"GAZE",FALSE,"2",505.14000000112,4.34926795361358,4.31690868091809,0.0323592726954871,288.594999998109,FALSE,0,2,1
"COIL",FALSE,"6",298.374999998487,3.72004322089612,3.82889399595859,-0.108850775062466,733.570000000356,TRUE,0,2,1
"LIME",FALSE,"5",342.925000000861,3.26907532462714,3.34561063318234,-0.0765353085551967,633.754999998957,TRUE,0,2,1
"CLOG",FALSE,"5",614.919999999984,1.10163058222278,1.0061023846158,0.095528197606987,599.129999998724,TRUE,0,2,1
"TWIT",FALSE,"2",412.465000001248,2.31558522089613,2.43199832755348,-0.116413106657357,523.42999999749,TRUE,0,2,1
"MARE",FALSE,"6",942.964999998396,0.39203099644065,0.44814497507579,-0.0561139786351397,527.66999999946,TRUE,0,2,1
"MUGS",FALSE,"1",378.895000001648,0.2361426688186,0.357746080465171,-0.12160341164657,504.574999999022,TRUE,0,2,1
"GRID",FALSE,"2",720.97500000021,1.25037800445064,0.982793723247329,0.26758428120331,469.209999999322,TRUE,0,2,1
"DUAL",FALSE,"5",311.634999998205,4.40834435212027,4.40048339623256,0.00786095588770941,499.05999999831,TRUE,0,2,1
"SOFA",FALSE,"4",378.875000002154,5.21856169608196,5.26579476357545,-0.0472330674934858,433.554999999586,TRUE,1,2,1
"CHOW",FALSE,"5",1024.8849999989,0.0521204389648086,6.25628596735348,0.0790197787909126,470.264999999898,TRUE,1,2,1
"MART",FALSE,"5",377.55499999912,3.20763646533998,3.43668285961184,-0.229046394271855,397.394999999902,TRUE,1,2,1
"MICE",FALSE,"1",917.099999998696,1.84598693392441,1.82766632128895,0.018320612635458,492.624999998952,TRUE,1,2,1
"BREW",FALSE,"2",284.414999998291,3.90414314555713,3.87764818473427,0.026494960822856,384.425000000163,TRUE,1,2,1
"GALE",FALSE,"3",406.34499999939,6.15793156837304,6.01771328907171,0.140218279301336,545.119999998831,TRUE,1,2,1
"SANK",FALSE,"3",463.184999996913,0.409613660228851,0.453647942314141,-0.0440342820852898,355.980000000331,TRUE,1,2,1
"HURL",FALSE,"6",655.12999999919,0.488704689092291,0.553196209153063,-0.0644915200607722,399.020000000717,TRUE,1,2,1
"LEST",FALSE,"6",484.889999999723,5.02950266526749,5.13605790226221,-0.106555236994714,389.725000000908,TRUE,1,2,1
"BEAN",FALSE,"2",577.049999999872,3.28641553637718,3.15898220487912,0.127433331498052,308.045000001672,TRUE,1,2,1
"HIND",FALSE,"2",657.845000001485,5.88418600697713,5.57455903505192,0.309626971925216,382.25500000047,TRUE,2,2,1
"TACT",FALSE,"2",524.949999999139,4.60979114600947,4.49609532695571,0.113695819053759,438.139999998384,TRUE,2,2,1
"LABS",FALSE,"2",314.170000001439,5.30195633149811,5.15009430689636,0.151862024601749,389.250000000116,TRUE,2,2,1
"EELS",FALSE,"2",581.994999996852,5.51703718864433,5.41620759724567,0.100829591398658,675.214999999385,TRUE,2,2,1
"SLIT",FALSE,"6",511.084999998217,1.95289496178616,2.00949709690748,-0.0566021351213237,547.810000000056,TRUE,2,2,1
"ALTO",FALSE,"1",306.964999999735,6.242471387266,0.156370556144133,-0.197084476057724,435.259999998379,TRUE,2,2,1
"EDIT",FALSE,"2",715.005000001867,4.6715325562161,4.69017041505797,-0.0186378588418714,434.255000000121,TRUE,2,2,1
"FEUD",FALSE,"4",740.429999997956,5.75546570539155,5.49471023041537,0.26075547497618,398.714999999385,TRUE,2,2,1
"REDO",FALSE,"4",514.094999998691,1.44544540356105,1.27517462512068,0.170270778440369,443.839999999967,TRUE,2,2,1
"FLEX",FALSE,"5",598.845000000438,5.69511656052681,5.73590092619215,-0.0407843656653446,573.119999997318,TRUE,2,2,1
"KNOT",FALSE,"5",430.469999999274,3.88461632004362,5.49469117844159,-1.61007485839797,472.825000000652,TRUE,3,2,1
"DRIP",FALSE,"2",448.915000000736,3.70303851846438,3.73436280146869,-0.031324283004309,360.964999999851,TRUE,3,2,1
"HERB",FALSE,"4",436.029999997118,3.84600785045618,3.81980821699356,0.0261996334626198,449.114999999525,TRUE,3,2,1
"DONT",FALSE,"3",775.085000001127,0.0931436710851785,0.234540628865732,-0.141396957780553,408.279999999679,TRUE,3,2,1
"SIGH",FALSE,"4",336.680000000284,4.31993346716384,4.18495576303428,0.134977704129562,371.970000000205,TRUE,3,2,1
"MUSE",FALSE,"2",1094.04499999795,5.88204435849068,5.90679074899941,-0.0247463905087297,404.744999999879,TRUE,3,2,1
"SLAY",FALSE,"5",473.279999998282,5.8059852308842,5.87180393648213,-0.0658187055979216,431.055000000983,TRUE,3,2,1
"FLOP",FALSE,"6",399.990000001737,1.67937810705478,1.92070844817943,-0.24133034112465,712.975000002189,TRUE,3,2,1
"CARP",FALSE,"1",376.429999996675,5.98198455186321,5.81381256989093,0.16817198197228,346.439999997499,TRUE,3,2,1
"FUNK",FALSE,"6",922.90000000142,3.76812806716229,3.75337198837592,0.0147560787863719,323.510000001988,TRUE,3,2,1
"FEST",FALSE,"5",174.619999998016,3.75278134418363,3.80563881641648,-0.0528574722328519,451.335000001593,TRUE,4,2,1
"TIDY",FALSE,"2",320.834999998799,2.78726289641145,2.80428465573133,-0.017021759319876,384.475000002421,TRUE,4,2,1
"WHEE",FALSE,"2",600.125000000698,5.66226992773547,5.50731066537575,0.154959262359724,350.14999999851,TRUE,4,2,1
"CLIP",FALSE,"5",400.384999997215,0.836875433701498,0.813603847383592,0.0232715863179067,476.735000000335,TRUE,4,2,1
"POOF",FALSE,"3",147.745000001974,2.17144314184747,2.26438978380084,-0.0929466419533673,440.985000001034,TRUE,4,2,1
"SOAR",FALSE,"4",1006.09500000067,6.25759263379516,6.22521461908401,0.0323780147111536,486.740000000224,TRUE,4,2,1
"FINS",FALSE,"5",437.389999999199,6.09789448780456,5.87720181827144,0.220692669533119,338.130000000121,TRUE,4,2,1
"BASH",FALSE,"5",511.080000000075,0.441674932488194,0.662215501256172,-0.220540568767978,1271.95000000228,TRUE,4,2,1
"SOBS",FALSE,"1",381.355000001378,0.685526087298248,0.625881786895659,0.0596443004025898,369.770000001183,TRUE,4,2,1
"DUET",FALSE,"6",583.774999999208,5.86616566028076,5.76657083309407,0.0995948271866931,327.894999998622,TRUE,4,2,1
"DUES",FALSE,"6",298.589999998454,4.86837954521106,4.85865827446095,0.00972127075010931,399.219999999274,TRUE,5,2,1
"NOIR",FALSE,"1",297.650000000373,5.4300298002289,5.28476785531178,0.145261944917118,464.735000001267,TRUE,5,2,1
"HIKE",FALSE,"3",765.835000001825,2.89877160495903,2.59051906634458,0.308252538614453,405.139999998966,TRUE,5,2,1
"BOZO",FALSE,"6",402.079999999842,5.87709779911364,5.66344733010356,0.213650469010076,450.144999998854,TRUE,5,2,1
"SASH",FALSE,"2",1558.22999999882,5.71802532227719,5.70003115048863,0.0179941717885637,376.66999999783,TRUE,5,2,1
"STUB",FALSE,"5",265.475000000093,3.3206380994706,3.26649952446022,0.0541385750103789,380.655000000959,TRUE,5,2,1
"MITE",FALSE,"3",275.110000002431,1.59319947578393,1.5842484301076,0.00895104567633131,750.719999999972,TRUE,5,2,1
"DODO",FALSE,"2",273.02499999851,5.51416819540515,5.33308035763349,0.181087837771665,1178.02499999735,TRUE,5,2,1
"ICON",FALSE,"1",451.929999999236,0.240461721787124,0.304755023822262,-0.064293302035138,520.04500000109,TRUE,5,2,1
"ACRE",FALSE,"6",318.425000001211,5.00537341980564,5.00342294190678,0.00195047789885194,435.355000001378,TRUE,5,2,1
"GOWN",FALSE,"3",1095.92500000144,0.863919463479592,0.682730119780864,0.181189343698729,431.909999999218,TRUE,6,2,1
"LAVA",FALSE,"3",994.845000001136,1.48550072537431,1.56182795738408,-0.0763272320097652,524.48499999824,TRUE,6,2,1
"INFO",FALSE,"2",843.595000002068,4.08963077272845,4.12685855968699,-0.0372277869585345,382.695000000298,TRUE,6,2,1
"FEND",FALSE,"3",1131.61500000209,3.0982246581313,3.11937408826307,-0.021149430131771,312.910000000382,TRUE,6,2,1
"IRIS",FALSE,"4",610.964999999851,4.21447023903239,4.26834670224109,-0.0538764632086979,426.999999999767,TRUE,6,2,1
"PIES",FALSE,"3",729.449999999022,1.10378080027867,1.27591342152559,-0.172132621246919,554.604999997653,TRUE,6,2,1
"SEAS",FALSE,"2",827.815000000643,1.84802200635217,1.94215154505699,-0.0941295387048249,677.984999998473,TRUE,6,2,1
"BIND",FALSE,"1",399.570000001462,0.569250263170041,0.524990893598851,0.0442593695711904,390.670000000624,TRUE,6,2,1
"PAWS",FALSE,"1",1222.78500000178,0.558963942622813,0.439842582815736,0.119121359807076,468.719999996945,TRUE,6,2,1
"WACK",FALSE,"5",444.479999998352,5.63311076317203,5.42783775874136,0.205273004430675,563.054999998771,TRUE,6,2,1
"BATS",FALSE,"1",421.044999999227,6.06494566307375,5.97730643577473,0.0876392272990199,332.365000002086,TRUE,7,2,1
"KEGS",FALSE,"3",560.884999999078,3.69914936688033,3.8744077553763,-0.17525838849597,398.009999997215,TRUE,7,2,1
"HYPE",FALSE,"2",459.644999999087,0.755995240285293,0.607184902702627,0.148810337582666,329.770000000484,TRUE,7,2,1
"PITS",FALSE,"2",496.139999999199,4.23432412588787,4.15898319719393,0.0753409286939402,479.355000003008,TRUE,7,2,1
"FONT",FALSE,"3",638.465000000084,1.74073784581693,1.66913283087337,0.0716050149435643,564.389999999665,TRUE,7,2,1
"ATOM",FALSE,"5",954.439999997849,1.07764753613005,0.886958364704526,0.190689171425528,394.39499999932,TRUE,7,2,1
"RUNG",FALSE,"4",366.020000001416,4.47617680433984,4.56306631969099,-0.0868895153511522,261.939999996684,FALSE,7,2,1
"TABS",FALSE,"5",440.75000000163,0.985763700030569,3.55625986166687,-2.5704961616363,2216.50499999663,TRUE,7,2,1
"NAPS",FALSE,"1",437.740000001388,1.80190524340992,1.92357605526111,-0.121670811851194,358.094999999739,TRUE,7,2,1
"PADS",FALSE,"2",367.519999999786,4.21812193841586,4.17348692963224,0.0446350087836178,489.929999999702,TRUE,7,2,1
"HUTS",FALSE,"3",411.710000000196,2.90820779905178,2.8584968682903,0.0497109307614823,699.674999999814,TRUE,8,2,1
"AGED",FALSE,"5",353.820000000298,1.70410779370961,1.89993590927544,-0.19582811556583,409.654999999562,TRUE,8,2,1
"VOID",FALSE,"4",263.020000002114,4.0886884089953,3.79674198106022,0.291946427935085,530.984999997541,TRUE,8,2,1
"VEAL",FALSE,"6",447.314999997616,0.315641215253394,0.324475343293574,-0.0088341280401803,766.830000000307,TRUE,8,2,1
"COAX",FALSE,"5",198.570000000531,2.4956330532582,2.48210711587814,0.0135259373800594,338.765000000363,TRUE,8,2,1
"MEDS",FALSE,"6",478.58999999892,2.03500245685245,2.12655204790721,-0.0915495910547635,576.110000001732,TRUE,8,2,1
