"word","is_sequential","present_trial","recog_rating","recog_RT","target_angle","response_angle","response_error","source_RT","valid_RT","block","session","recog_band","angle_1","angle_2","angle_3","angle_4","angle_5","angle_6","angle_7","angle_8","angle_9","angle_10","offset1","offset2","offset3","offset4","offset5","offset6","offset7","offset8","offset9","offset10","participant"
"SLAM",FALSE,8,"6",892.700000047684,3.65073557970391,0.0953991100015584,-2.72784883747723,419.100000023842,TRUE,0,1,"High",4.21205691090523,3.73716022488401,2.98654696167363,1.38732821680622,3.64130100203177,2.61996261773198,0.84877438579011,2.41523414894899,3.65073557970391,5.80614057848926,-0.561321331201314,-0.0864246451800992,0.664188618030285,2.26340736289769,0.00943457767213962,1.03077296197193,2.8019611939138,1.23550143075492,0,-2.15540499878534,1
"ODOR",FALSE,9,"6",692.700000047684,5.80614057848926,5.81301362165707,-0.00687304316781212,348.600000023842,TRUE,0,1,"High",4.21205691090523,3.73716022488401,2.98654696167363,1.38732821680622,3.64130100203177,2.61996261773198,0.84877438579011,2.41523414894899,3.65073557970391,5.80614057848926,1.59408366758403,2.06898035360524,2.81959361681563,-1.86437294549655,2.16483957645748,-3.09700734642231,-1.32581911448044,-2.89227887763932,2.15540499878534,0,1
"RAMP",FALSE,0,"6",1349.69999992847,0.696550409500777,2.51699092968581,-1.82044052018503,1248.10000002384,TRUE,1,1,"High",0.696550409500777,4.39423422351095,2.71663934653358,4.48653159604106,0.703828263789565,3.9677972878518,0.747916480326435,4.74473177748532,3.4830466827066,0.0546033544207021,0,2.58550149316941,-2.0200889370328,2.49320412063931,-0.00727785428878847,3.01193842882857,-0.0513660708256581,2.23500393919504,-2.78649627320582,0.641947055080075,1
"GERM",FALSE,1,"6",604.100000023842,4.39423422351095,4.64605597775855,-0.251821754247595,178.5,FALSE,1,1,"High",0.696550409500777,4.39423422351095,2.71663934653358,4.48653159604106,0.703828263789565,3.9677972878518,0.747916480326435,4.74473177748532,3.4830466827066,0.0546033544207021,-2.58550149316941,0,1.67759487697737,-0.0922973725301057,-2.5927793474582,0.426436935659155,-2.63686756399507,-0.350497553974369,0.911187540804356,-1.94355443808934,1
"PULP",FALSE,2,"6",1458.10000002384,2.71663934653358,1.5707963267949,1.14584301973868,1961.29999995232,TRUE,1,1,"High",0.696550409500777,4.39423422351095,2.71663934653358,4.48653159604106,0.703828263789565,3.9677972878518,0.747916480326435,4.74473177748532,3.4830466827066,0.0546033544207021,2.0200889370328,-1.67759487697737,0,-1.76989224950748,2.01281108274401,-1.25115794131822,1.96872286620714,-2.02809243095174,-0.766407336173017,2.66203599211288,1
"HIPS",FALSE,3,"6",715.200000047684,4.48653159604106,4.44550969870585,0.0410218973352086,729.899999976158,TRUE,1,1,"High",0.696550409500777,4.39423422351095,2.71663934653358,4.48653159604106,0.703828263789565,3.9677972878518,0.747916480326435,4.74473177748532,3.4830466827066,0.0546033544207021,-2.49320412063931,0.0922973725301057,1.76989224950748,0,-2.50048197492809,0.518734308189261,-2.54457019146496,-0.258200181444264,1.00348491333446,-1.85125706555923,1
"ACRE",FALSE,4,"6",738.199999928474,0.703828263789565,0.630152109055269,0.0736761547342959,1898.10000002384,TRUE,1,1,"High",0.696550409500777,4.39423422351095,2.71663934653358,4.48653159604106,0.703828263789565,3.9677972878518,0.747916480326435,4.74473177748532,3.4830466827066,0.0546033544207021,0.00727785428878847,2.5927793474582,-2.01281108274401,2.50048197492809,0,3.01921628311736,-0.0440882165368697,2.24228179348383,-2.77921841891703,0.649224909368863,1
"BANE",FALSE,5,"6",782.200000047684,3.9677972878518,4.73919220922403,-0.771394921372238,1441.60000002384,TRUE,1,1,"High",0.696550409500777,4.39423422351095,2.71663934653358,4.48653159604106,0.703828263789565,3.9677972878518,0.747916480326435,4.74473177748532,3.4830466827066,0.0546033544207021,-3.01193842882857,-0.426436935659155,1.25115794131822,-0.518734308189261,-3.01921628311736,0,-3.06330449965423,-0.776934489633524,0.484750605145201,-2.36999137374849,1
"BARK",FALSE,6,"6",760.600000023842,0.747916480326435,5.68719877317775,1.34390301432827,280,FALSE,1,1,"High",0.696550409500777,4.39423422351095,2.71663934653358,4.48653159604106,0.703828263789565,3.9677972878518,0.747916480326435,4.74473177748532,3.4830466827066,0.0546033544207021,0.0513660708256581,2.63686756399507,-1.96872286620714,2.54457019146496,0.0440882165368697,3.06330449965423,0,2.2863700100207,-2.73513020238016,0.693313125905733,1
"EDGY",FALSE,7,"6",600.799999952316,4.74473177748532,5.65642350542389,-0.911691727938575,611.400000095367,TRUE,1,1,"High",0.696550409500777,4.39423422351095,2.71663934653358,4.48653159604106,0.703828263789565,3.9677972878518,0.747916480326435,4.74473177748532,3.4830466827066,0.0546033544207021,-2.23500393919504,0.350497553974369,2.02809243095174,0.258200181444264,-2.24228179348383,0.776934489633524,-2.2863700100207,0,1.26168509477873,-1.59305688411497,1
"BUNK",FALSE,8,"6",720.300000071526,3.4830466827066,0.3393907650189,-3.13952938949189,1273.10000002384,TRUE,1,1,"High",0.696550409500777,4.39423422351095,2.71663934653358,4.48653159604106,0.703828263789565,3.9677972878518,0.747916480326435,4.74473177748532,3.4830466827066,0.0546033544207021,2.78649627320582,-0.911187540804356,0.766407336173017,-1.00348491333446,2.77921841891703,-0.484750605145201,2.73513020238016,-1.26168509477873,0,-2.85474197889369,1
