word,is_sequential,recog_rating,recog_RT,target_angle,response_angle,response_error,source_RT,valid_RT,block,recog_band,intrusion_1,intrusion_2,intrusion_3,intrusion_4,intrusion_5,intrusion_6,intrusion_7,intrusion_8,intrusion_9,intrusion_offset1,intrusion_offset2,intrusion_offset3,intrusion_offset4,intrusion_offset5,intrusion_offset6,intrusion_offset7,intrusion_offset8,intrusion_offset9,participant
VASE,FALSE,2,1287.895,4.82431905,3.729595257,1.094723792,573.17,TRUE,1,Unrecognized,1.657667564,5.492415736,6.186328334,0.406350762,4.588589943,5.992813057,4.594331291,1.759133079,0.707791975,-3.116533822,-0.668096686,-1.362009284,-1.865217019,0.235729107,-1.168494007,0.229987758,3.06518597,-2.166658233,2
VIAL,FALSE,2,1812.095,4.594331291,3.456251128,1.138080163,848.06,TRUE,1,Unrecognized,1.657667564,5.492415736,6.186328334,0.406350762,4.588589943,5.992813057,4.82431905,1.759133079,0.707791975,2.936663727,-0.898084445,-1.591997043,-2.095204778,0.005741348,-1.398481766,-0.229987758,2.835198212,-2.396645991,2
WRIT,FALSE,6,6794.92,1.759133079,5.437542673,2.604775713,629.905,TRUE,1,High,1.657667564,5.492415736,6.186328334,0.406350762,4.588589943,5.992813057,4.82431905,4.594331291,0.707791975,0.101465515,2.54990265,1.855990052,1.352782317,-2.829456864,2.04950533,-3.06518597,-2.835198212,1.051341104,2
SLUG,FALSE,5,722.4099999,0.707791975,5.539033579,1.451943704,1755.615,TRUE,1,Low,1.657667564,5.492415736,6.186328334,0.406350762,4.588589943,5.992813057,4.82431905,4.594331291,1.759133079,-0.949875589,1.498561546,0.804648948,0.301441213,2.402387339,0.998164226,2.166658233,2.396645991,-1.051341104,2
POND,FALSE,6,1776.3,0.859644534,2.102747977,-1.243103443,1297.48,TRUE,2,High,5.595183584,3.179310946,0.637250286,4.334462823,0.835015509,2.914263061,1.736231863,1.511186083,0.540599717,1.547646258,-2.319666412,0.222394249,2.808367019,0.024629025,-2.054618527,-0.876587329,-0.651541549,0.319044818,2
SNAG,FALSE,1,1777.795,5.595183584,0.690145886,-1.378147609,1711.7,TRUE,2,Unrecognized,0.859644534,3.179310946,0.637250286,4.334462823,0.835015509,2.914263061,1.736231863,1.511186083,0.540599717,-1.547646258,2.415872638,-1.325252009,1.260720761,-1.523017233,2.680920523,-2.424233587,-2.199187806,-1.22860144,2
POLO,FALSE,6,1185.925,3.179310946,5.650436472,-2.471125526,906.495,TRUE,2,High,0.859644534,5.595183584,0.637250286,4.334462823,0.835015509,2.914263061,1.736231863,1.511186083,0.540599717,2.319666412,-2.415872638,2.54206066,-1.155151877,2.344295437,0.265047885,1.443079083,1.668124863,2.638711229,2
CORD,FALSE,4,1706.385,0.637250286,1.005094858,-0.367844573,1430.905,TRUE,2,Low,0.859644534,5.595183584,3.179310946,4.334462823,0.835015509,2.914263061,1.736231863,1.511186083,0.540599717,-0.222394249,1.325252009,-2.54206066,2.58597277,-0.197765224,-2.277012775,-1.098981578,-0.873935797,0.096650569,2
LOOP,FALSE,2,1077.095,4.334462823,3.51876293,0.815699893,830.39,TRUE,2,Unrecognized,0.859644534,5.595183584,3.179310946,0.637250286,0.835015509,2.914263061,1.736231863,1.511186083,0.540599717,-2.808367019,-1.260720761,1.155151877,-2.58597277,-2.783737994,1.420199762,2.598230959,2.82327674,-2.489322201,2
RUGS,FALSE,6,684.6949999,0.835015509,5.685269769,1.432931047,598.79,TRUE,2,High,0.859644534,5.595183584,3.179310946,0.637250286,4.334462823,2.914263061,1.736231863,1.511186083,0.540599717,-0.024629025,1.523017233,-2.344295437,0.197765224,2.783737994,-2.079247551,-0.901216354,-0.676170573,0.294415793,2
SUMO,FALSE,1,5033.255,2.914263061,2.451446768,0.462816293,1597.605,TRUE,2,Unrecognized,0.859644534,5.595183584,3.179310946,0.637250286,4.334462823,0.835015509,1.736231863,1.511186083,0.540599717,2.054618527,-2.680920523,-0.265047885,2.277012775,-1.420199762,2.079247551,1.178031198,1.403076978,2.373663344,2
RAVE,FALSE,4,1327.98,1.736231863,1.018847745,0.717384118,962.405,TRUE,2,Low,0.859644534,5.595183584,3.179310946,0.637250286,4.334462823,0.835015509,2.914263061,1.511186083,0.540599717,0.876587329,2.424233587,-1.443079083,1.098981578,-2.598230959,0.901216354,-1.178031198,0.22504578,1.195632147,2
LARK,FALSE,6,963.245,1.511186083,2.557321376,-1.046135293,1363.365,TRUE,2,High,0.859644534,5.595183584,3.179310946,0.637250286,4.334462823,0.835015509,2.914263061,1.736231863,0.540599717,0.651541549,2.199187806,-1.668124863,0.873935797,-2.82327674,0.676170573,-1.403076978,-0.22504578,0.970586366,2
CRIB,FALSE,6,827.405,0.540599717,0.153332388,0.387267328,1322.35,TRUE,2,High,0.859644534,5.595183584,3.179310946,0.637250286,4.334462823,0.835015509,2.914263061,1.736231863,1.511186083,-0.319044818,1.22860144,-2.638711229,-0.096650569,2.489322201,-0.294415793,-2.373663344,-1.195632147,-0.970586366,2
POSE,FALSE,6,1068.74,4.568580206,3.800018027,0.768562178,546.7099999,TRUE,3,High,2.688197035,3.530680248,4.635381624,5.999867579,5.223938325,1.874318863,1.462171789,5.86168933,4.324215738,1.88038317,1.037899957,-0.066801418,-1.431287373,-0.65535812,2.694261343,3.106408416,-1.293109124,0.244364467,2
REEK,FALSE,6,1395.97,2.688197035,2.994024582,-0.305827547,998.335,TRUE,3,High,4.568580206,3.530680248,4.635381624,5.999867579,5.223938325,1.874318863,1.462171789,5.86168933,4.324215738,-1.88038317,-0.842483213,-1.947184588,2.971514764,-2.53574129,0.813878173,1.226025246,3.109693013,-1.636018703,2
WICK,FALSE,6,926.9650001,3.530680248,1.898041331,1.632638917,496.825,TRUE,3,High,4.568580206,2.688197035,4.635381624,5.999867579,5.223938325,1.874318863,1.462171789,5.86168933,4.324215738,-1.037899957,0.842483213,-1.104701375,-2.46918733,-1.693258077,1.656361386,2.068508459,-2.331009082,-0.79353549,2
BARF,FALSE,6,837.955,4.635381624,0.898125775,-2.545929458,1480.305,TRUE,3,High,4.568580206,2.688197035,3.530680248,5.999867579,5.223938325,1.874318863,1.462171789,5.86168933,4.324215738,0.066801418,1.947184588,1.104701375,-1.364485955,-0.588556702,2.761062761,-3.109975473,-1.226307706,0.311165885,2
PENS,FALSE,6,941.3500001,5.999867579,2.092727949,-2.376045678,1106.175,TRUE,3,High,4.568580206,2.688197035,3.530680248,4.635381624,5.223938325,1.874318863,1.462171789,5.86168933,4.324215738,1.431287373,-2.971514764,2.46918733,1.364485955,0.775929253,-2.157636591,-1.745489518,0.138178249,1.67565184,2
HEAP,FALSE,6,1021.85,5.223938325,3.758194423,1.465743903,464.4650001,TRUE,3,High,4.568580206,2.688197035,3.530680248,4.635381624,5.999867579,1.874318863,1.462171789,5.86168933,4.324215738,0.65535812,2.53574129,1.693258077,0.588556702,-0.775929253,-2.933565845,-2.521418771,-0.637751005,0.899722587,2
DUEL,FALSE,6,1105.43,1.874318863,5.787420232,2.370083938,943.91,TRUE,3,High,4.568580206,2.688197035,3.530680248,4.635381624,5.999867579,5.223938325,1.462171789,5.86168933,4.324215738,-2.694261343,-0.813878173,-1.656361386,-2.761062761,2.157636591,2.933565845,0.412147073,2.29581484,-2.449896876,2
AIMS,FALSE,6,2723.45,1.462171789,0.902322712,0.559849077,863.3000001,TRUE,3,High,4.568580206,2.688197035,3.530680248,4.635381624,5.999867579,5.223938325,1.874318863,5.86168933,4.324215738,-3.106408416,-1.226025246,-2.068508459,3.109975473,1.745489518,2.521418771,-0.412147073,1.883667767,-2.862043949,2
FIST,FALSE,6,893.9799999,5.86168933,5.725061729,0.136627601,1077.96,TRUE,3,High,4.568580206,2.688197035,3.530680248,4.635381624,5.999867579,5.223938325,1.874318863,1.462171789,4.324215738,1.293109124,-3.109693013,2.331009082,1.226307706,-0.138178249,0.637751005,-2.29581484,-1.883667767,1.537473592,2
AFAR,FALSE,6,1128.27,4.324215738,4.216623905,0.107591833,1314.775,TRUE,3,High,4.568580206,2.688197035,3.530680248,4.635381624,5.999867579,5.223938325,1.874318863,1.462171789,5.86168933,-0.244364467,1.636018703,0.79353549,-0.311165885,-1.67565184,-0.899722587,2.449896876,2.862043949,-1.537473592,2
BASS,FALSE,1,775.695,3.973733786,1.063697822,2.910035963,558.72,TRUE,4,Unrecognized,5.988633944,1.833976719,0.891799066,4.060662708,1.930042801,2.95640685,5.116717929,2.488540632,4.732159551,-2.014900159,2.139757067,3.08193472,-0.086928923,2.043690985,1.017326935,-1.142984144,1.485193154,-0.758425766,2
PEED,FALSE,6,799.55,5.988633944,2.05444127,-2.348992633,1047.315,TRUE,4,High,3.973733786,1.833976719,0.891799066,4.060662708,1.930042801,2.95640685,5.116717929,2.488540632,4.732159551,2.014900159,-2.128528082,-1.186350429,1.927971236,-2.224594164,3.032227094,0.871916015,-2.783091995,1.256474393,2
SEMI,FALSE,6,753.1900001,1.833976719,5.722753653,2.394408373,475.295,TRUE,4,High,3.973733786,5.988633944,0.891799066,4.060662708,1.930042801,2.95640685,5.116717929,2.488540632,4.732159551,-2.139757067,2.128528082,0.942177653,-2.226685989,-0.096066082,-1.122430131,3.000444097,-0.654563913,-2.898182832,2
AXLE,FALSE,6,1126.195,0.891799066,2.438288054,-1.546488988,597.035,TRUE,4,High,3.973733786,5.988633944,1.833976719,4.060662708,1.930042801,2.95640685,5.116717929,2.488540632,4.732159551,-3.08193472,1.186350429,-0.942177653,3.114321665,-1.038243735,-2.064607784,2.058266444,-1.596741566,2.442824822,2
FRAY,FALSE,6,838.695,4.060662708,3.39526675,0.665395959,825.63,TRUE,4,High,3.973733786,5.988633944,1.833976719,0.891799066,1.930042801,2.95640685,5.116717929,2.488540632,4.732159551,0.086928923,-1.927971236,2.226685989,-3.114321665,2.130619907,1.104255858,-1.056055221,1.572122076,-0.671496843,2
CORP,FALSE,6,737.43,1.930042801,3.62918778,-1.699144979,898.8,TRUE,4,High,3.973733786,5.988633944,1.833976719,0.891799066,4.060662708,2.95640685,5.116717929,2.488540632,4.732159551,-2.043690985,2.224594164,0.096066082,1.038243735,-2.130619907,-1.026364049,3.096510179,-0.558497831,-2.80211675,2
SKIS,FALSE,6,920.05,2.95640685,0.925499888,2.030906962,698.875,TRUE,4,High,3.973733786,5.988633944,1.833976719,0.891799066,4.060662708,1.930042801,5.116717929,2.488540632,4.732159551,-1.017326935,-3.032227094,1.122430131,2.064607784,-1.104255858,1.026364049,-2.160311079,0.467866218,-1.775752701,2
HULL,FALSE,6,1027.7,5.116717929,2.512466116,2.604251813,1847.325,TRUE,4,High,3.973733786,5.988633944,1.833976719,0.891799066,4.060662708,1.930042801,2.95640685,2.488540632,4.732159551,1.142984144,-0.871916015,-3.000444097,-2.058266444,1.056055221,-3.096510179,2.160311079,2.628177297,0.384558378,2
SLED,FALSE,6,793.88,2.488540632,2.249680892,0.23885974,446.84,TRUE,4,High,3.973733786,5.988633944,1.833976719,0.891799066,4.060662708,1.930042801,2.95640685,5.116717929,4.732159551,-1.485193154,2.783091995,0.654563913,1.596741566,-1.572122076,0.558497831,-0.467866218,-2.628177297,-2.243618919,2
RUNT,FALSE,6,2720.585,4.732159551,0.352990388,-1.904016144,1030.965,TRUE,4,High,3.973733786,5.988633944,1.833976719,0.891799066,4.060662708,1.930042801,2.95640685,5.116717929,2.488540632,0.758425766,-1.256474393,2.898182832,-2.442824822,0.671496843,2.80211675,1.775752701,-0.384558378,2.243618919,2
LEWD,FALSE,6,1053.13,1.521171595,3.141592654,-1.620421058,777.8,TRUE,5,High,3.22299662,2.442739217,3.398863565,4.859368886,5.911351321,0.235717897,2.15068427,3.050980779,0.403360722,-1.701825025,-0.921567622,-1.87769197,2.944988016,1.893005581,1.285453698,-0.629512675,-1.529809184,1.117810873,2
RITE,FALSE,6,1012.42,3.22299662,3.303791487,-0.080794867,1012.915,TRUE,5,High,1.521171595,2.442739217,3.398863565,4.859368886,5.911351321,0.235717897,2.15068427,3.050980779,0.403360722,1.701825025,0.780257403,-0.175866945,-1.636372266,-2.688354701,2.987278723,1.07231235,0.172015841,2.819635898,2
ACES,FALSE,1,1078.86,2.442739217,0.813961821,1.628777396,1900.875,TRUE,5,Unrecognized,1.521171595,3.22299662,3.398863565,4.859368886,5.911351321,0.235717897,2.15068427,3.050980779,0.403360722,0.921567622,-0.780257403,-0.956124347,-2.416629669,2.814573204,2.20702132,0.292054947,-0.608241561,2.039378496,2
WEEP,FALSE,6,941.06,3.398863565,0.07776494,-2.962086682,564.395,TRUE,5,High,1.521171595,3.22299662,2.442739217,4.859368886,5.911351321,0.235717897,2.15068427,3.050980779,0.403360722,1.87769197,0.175866945,0.956124347,-1.460505322,-2.512487756,-3.12003964,1.248179295,0.347882786,2.995502843,2
PEEK,FALSE,6,772.905,4.859368886,2.331042563,2.528326324,1097.58,TRUE,5,High,1.521171595,3.22299662,2.442739217,3.398863565,5.911351321,0.235717897,2.15068427,3.050980779,0.403360722,-2.944988016,1.636372266,2.416629669,1.460505322,-1.051982435,-1.659534318,2.708684616,1.808388108,-1.827177143,2
HARE,FALSE,6,820.085,5.911351321,5.444210705,0.467140616,463.5000001,TRUE,5,High,1.521171595,3.22299662,2.442739217,3.398863565,4.859368886,0.235717897,2.15068427,3.050980779,0.403360722,-1.893005581,2.688354701,-2.814573204,2.512487756,1.051982435,-0.607551884,-2.522518256,2.860370542,-0.775194708,2
FATS,FALSE,1,988.4949999,0.235717897,2.526503081,-2.290785183,497.43,TRUE,5,Unrecognized,1.521171595,3.22299662,2.442739217,3.398863565,4.859368886,5.911351321,2.15068427,3.050980779,0.403360722,-1.285453698,-2.987278723,-2.20702132,3.12003964,1.659534318,0.607551884,-1.914966373,-2.815262882,-0.167642825,2
GALS,FALSE,1,1054.925,2.15068427,2.279909691,-0.129225421,1278.86,TRUE,5,Unrecognized,1.521171595,3.22299662,2.442739217,3.398863565,4.859368886,5.911351321,0.235717897,3.050980779,0.403360722,0.629512675,-1.07231235,-0.292054947,-1.248179295,-2.708684616,2.522518256,1.914966373,-0.900296509,1.747323548,2
KITS,FALSE,1,824.995,3.050980779,0.911310789,2.13966999,1514.27,TRUE,5,Unrecognized,1.521171595,3.22299662,2.442739217,3.398863565,4.859368886,5.911351321,0.235717897,2.15068427,0.403360722,1.529809184,-0.172015841,0.608241561,-0.347882786,-1.808388108,-2.860370542,2.815262882,0.900296509,2.647620057,2
WOOL,FALSE,6,2446.045,0.403360722,3.895355805,2.791190224,1095.68,TRUE,5,High,1.521171595,3.22299662,2.442739217,3.398863565,4.859368886,5.911351321,0.235717897,2.15068427,3.050980779,-1.117810873,-2.819635898,-2.039378496,-2.995502843,1.827177143,0.775194708,0.167642825,-1.747323548,-2.647620057,2
STUN,FALSE,6,1166.795,4.310258886,3.641622669,0.668636218,463.93,TRUE,6,High,3.013556019,5.253140437,0.314742167,5.291212102,6.272726183,0.803969244,1.14721086,2.123066263,3.200164254,1.296702868,-0.942881551,-2.287668588,-0.980953216,-1.962467296,-2.776895664,-3.120137281,2.187192623,1.110094632,2
QUAD,FALSE,6,663.1,3.013556019,2.568385518,0.445170501,539.505,TRUE,6,High,4.310258886,5.253140437,0.314742167,5.291212102,6.272726183,0.803969244,1.14721086,2.123066263,3.200164254,-1.296702868,-2.239584419,2.698813852,-2.277656083,3.024015143,2.209586775,1.866345158,0.890489756,-0.186608235,2
VEST,FALSE,6,773.115,5.253140437,1.099180759,-2.129225629,653.86,TRUE,6,High,4.310258886,3.013556019,0.314742167,5.291212102,6.272726183,0.803969244,1.14721086,2.123066263,3.200164254,0.942881551,2.239584419,-1.344787037,-0.038071665,-1.019585745,-1.834014113,-2.17725573,3.130074174,2.052976183,2
MOOR,FALSE,6,1323.93,0.314742167,2.422343894,-2.107601726,896.17,TRUE,6,High,4.310258886,3.013556019,5.253140437,5.291212102,6.272726183,0.803969244,1.14721086,2.123066263,3.200164254,2.287668588,-2.698813852,1.344787037,1.306715372,0.325201292,-0.489227077,-0.832468693,-1.808324096,-2.885422087,2
BABA,FALSE,6,1063.015,5.291212102,0.706199092,-1.698172298,642.065,TRUE,6,High,4.310258886,3.013556019,5.253140437,0.314742167,6.272726183,0.803969244,1.14721086,2.123066263,3.200164254,0.980953216,2.277656083,0.038071665,-1.306715372,-0.981514081,-1.795942449,-2.139184065,-3.115039468,2.091047848,2
CANS,FALSE,1,2457.75,6.272726183,5.767376222,0.505349961,811.655,TRUE,6,Unrecognized,4.310258886,3.013556019,5.253140437,0.314742167,5.291212102,0.803969244,1.14721086,2.123066263,3.200164254,1.962467296,-3.024015143,1.019585745,-0.325201292,0.981514081,-0.814428368,-1.157669985,-2.133525387,3.072561929,2
GIST,FALSE,6,750.295,0.803969244,2.518734931,-1.714765688,431.785,TRUE,6,High,4.310258886,3.013556019,5.253140437,0.314742167,5.291212102,6.272726183,1.14721086,2.123066263,3.200164254,2.776895664,-2.209586775,1.834014113,0.489227077,1.795942449,0.814428368,-0.343241617,-1.319097019,-2.39619501,2
RACK,FALSE,6,928.6300001,1.14721086,6.223171623,1.207224544,397.1150001,TRUE,6,High,4.310258886,3.013556019,5.253140437,0.314742167,5.291212102,6.272726183,0.803969244,2.123066263,3.200164254,3.120137281,-1.866345158,2.17725573,0.832468693,2.139184065,1.157669985,0.343241617,-0.975855403,-2.052953394,2
KILO,FALSE,6,1249.595,2.123066263,3.282287786,-1.159221523,542.575,TRUE,6,High,4.310258886,3.013556019,5.253140437,0.314742167,5.291212102,6.272726183,0.803969244,1.14721086,3.200164254,-2.187192623,-0.890489756,-3.130074174,1.808324096,3.115039468,2.133525387,1.319097019,0.975855403,-1.077097991,2
JEST,FALSE,6,773.365,3.200164254,3.087832845,0.112331409,680.3,TRUE,6,High,4.310258886,3.013556019,5.253140437,0.314742167,5.291212102,6.272726183,0.803969244,1.14721086,2.123066263,-1.110094632,0.186608235,-2.052976183,2.885422087,-2.091047848,-3.072561929,2.39619501,2.052953394,1.077097991,2
LEAF,FALSE,6,1450.715,1.076734669,2.764422378,-1.687687709,777.645,TRUE,7,High,2.793456796,0.733842987,2.081604606,0.372409994,6.088233157,1.525098818,5.265299971,4.328198959,4.155509621,-1.716722128,0.342891681,-1.004869937,0.704324675,1.271686819,-0.44836415,2.094620005,3.031721017,-3.078774952,2
DUDS,FALSE,6,1495.4,2.793456796,6.157323533,2.91931857,313.755,TRUE,7,High,1.076734669,0.733842987,2.081604606,0.372409994,6.088233157,1.525098818,5.265299971,4.328198959,4.155509621,1.716722128,2.059613809,0.711852191,2.421046803,2.988408946,1.268357978,-2.471843174,-1.534742162,-1.362052824,2
ACED,FALSE,1,931.905,0.733842987,3.958726191,3.058302104,376.31,TRUE,7,Unrecognized,1.076734669,2.793456796,2.081604606,0.372409994,6.088233157,1.525098818,5.265299971,4.328198959,4.155509621,-0.342891681,-2.059613809,-1.347761618,0.361432993,0.928795137,-0.791255831,1.751728324,2.688829336,2.861518674,2
TICK,FALSE,1,1046.79,2.081604606,5.736723584,2.628066329,330.805,TRUE,7,Unrecognized,1.076734669,2.793456796,0.733842987,0.372409994,6.088233157,1.525098818,5.265299971,4.328198959,4.155509621,1.004869937,-0.711852191,1.347761618,1.709194612,2.276556756,0.556505787,3.099489942,-2.246594353,-2.073905015,2
BLOC,FALSE,1,912.015,0.372409994,1.35636664,-0.983956646,480.1800001,TRUE,7,Unrecognized,1.076734669,2.793456796,0.733842987,2.081604606,6.088233157,1.525098818,5.265299971,4.328198959,4.155509621,-0.704324675,-2.421046803,-0.361432993,-1.709194612,0.567362144,-1.152688824,1.39029533,2.327396342,2.50008568,2
ARCH,FALSE,1,1194.32,6.088233157,3.111687042,2.976546115,464.4099999,TRUE,7,Unrecognized,1.076734669,2.793456796,0.733842987,2.081604606,0.372409994,1.525098818,5.265299971,4.328198959,4.155509621,-1.271686819,-2.988408946,-0.928795137,-2.276556756,-0.567362144,-1.720050968,0.822933187,1.760034198,1.932723536,2
TEXT,FALSE,4,1492.875,1.525098818,5.951562013,1.856722113,769.1949999,TRUE,7,Low,1.076734669,2.793456796,0.733842987,2.081604606,0.372409994,6.088233157,5.265299971,4.328198959,4.155509621,0.44836415,-1.268357978,0.791255831,-0.556505787,1.152688824,1.720050968,2.542984155,-2.80310014,-2.630410803,2
HALO,FALSE,6,800.295,5.265299971,0.820084561,-1.837969898,376.1699999,TRUE,7,High,1.076734669,2.793456796,0.733842987,2.081604606,0.372409994,6.088233157,1.525098818,4.328198959,4.155509621,-2.094620005,2.471843174,-1.751728324,-3.099489942,-1.39029533,-0.822933187,-2.542984155,0.937101012,1.10979035,2
CHAI,FALSE,5,3212.695,4.328198959,2.583469076,1.744729883,1664.935,TRUE,7,Low,1.076734669,2.793456796,0.733842987,2.081604606,0.372409994,6.088233157,1.525098818,5.265299971,4.155509621,-3.031721017,1.534742162,-2.688829336,2.246594353,-2.327396342,-1.760034198,2.80310014,-0.937101012,0.172689338,2
GERM,FALSE,6,791.4399999,4.155509621,2.365482149,1.790027472,397.6949999,TRUE,7,High,1.076734669,2.793456796,0.733842987,2.081604606,0.372409994,6.088233157,1.525098818,5.265299971,4.328198959,3.078774952,1.362052824,-2.861518674,2.073905015,-2.50008568,-1.932723536,2.630410803,-1.10979035,-0.172689338,2
OPAL,FALSE,6,838.2849999,1.345086324,2.406152886,-1.061066562,609.345,TRUE,8,High,6.050577801,3.250696488,2.124773222,1.373022082,3.183410017,5.888314347,3.188878612,5.313166199,3.974297025,1.57769383,-1.905610164,-0.779686898,-0.027935758,-1.838323693,1.739957284,-1.843792288,2.315105432,-2.629210701,2
LONE,FALSE,6,784.175,6.050577801,6.234273301,-0.1836955,351.21,TRUE,8,High,1.345086324,3.250696488,2.124773222,1.373022082,3.183410017,5.888314347,3.188878612,5.313166199,3.974297025,-1.57769383,2.799881313,-2.357380728,-1.605629588,2.867167784,0.162263454,2.861699189,0.737411602,2.076280776,2
CRAM,FALSE,6,969.51,3.250696488,3.847887928,-0.59719144,448.2549999,TRUE,8,High,1.345086324,6.050577801,2.124773222,1.373022082,3.183410017,5.888314347,3.188878612,5.313166199,3.974297025,1.905610164,-2.799881313,1.125923266,1.877674405,0.067286471,-2.637617859,0.061817875,-2.062469711,-0.723600537,2
GORE,FALSE,6,830.71,2.124773222,0.596456508,1.528316713,464.0449999,TRUE,8,High,1.345086324,6.050577801,3.250696488,1.373022082,3.183410017,5.888314347,3.188878612,5.313166199,3.974297025,0.779686898,2.357380728,-1.125923266,0.751751139,-1.058636796,2.519644182,-1.064105391,3.09479233,-1.849523803,2
BROW,FALSE,6,1337.44,1.373022082,1.191816666,0.181205416,464.88,TRUE,8,High,1.345086324,6.050577801,3.250696488,2.124773222,3.183410017,5.888314347,3.188878612,5.313166199,3.974297025,0.027935758,1.605629588,-1.877674405,-0.751751139,-1.810387935,1.767893043,-1.81585653,2.343041191,-2.601274942,2
POTS,FALSE,6,1004.63,3.183410017,5.851612256,-2.668202239,676.055,TRUE,8,High,1.345086324,6.050577801,3.250696488,2.124773222,1.373022082,5.888314347,3.188878612,5.313166199,3.974297025,1.838323693,-2.867167784,-0.067286471,1.058636796,1.810387935,-2.70490433,-0.005468595,-2.129756182,-0.790887008,2
GLUM,FALSE,6,845.01,5.888314347,2.422343894,-2.817214854,880.62,TRUE,8,High,1.345086324,6.050577801,3.250696488,2.124773222,1.373022082,3.183410017,3.188878612,5.313166199,3.974297025,-1.739957284,-0.162263454,2.637617859,-2.519644182,-1.767893043,2.70490433,2.699435735,0.575148148,1.914017322,2
WHAM,FALSE,6,765.0299999,3.188878612,2.558516119,0.630362494,380.835,TRUE,8,High,1.345086324,6.050577801,3.250696488,2.124773222,1.373022082,3.183410017,5.888314347,5.313166199,3.974297025,1.843792288,-2.861699189,-0.061817875,1.064105391,1.81585653,0.005468595,-2.699435735,-2.124287587,-0.785418412,2
FORE,FALSE,6,1989.32,5.313166199,3.189382326,2.123783873,614.695,TRUE,8,High,1.345086324,6.050577801,3.250696488,2.124773222,1.373022082,3.183410017,5.888314347,3.188878612,3.974297025,-2.315105432,-0.737411602,2.062469711,-3.09479233,-2.343041191,2.129756182,-0.575148148,2.124287587,1.338869174,2
WHEW,FALSE,6,1237.49,3.974297025,2.801614951,1.172682073,464.65,TRUE,8,High,1.345086324,6.050577801,3.250696488,2.124773222,1.373022082,3.183410017,5.888314347,3.188878612,5.313166199,2.629210701,-2.076280776,0.723600537,1.849523803,2.601274942,0.790887008,-1.914017322,0.785418412,-1.338869174,2
JUGS,FALSE,6,890.185,1.79232187,2.499709666,-0.707387796,814.36,TRUE,9,High,3.521188787,2.399829544,3.12606527,1.59825696,0.179175564,1.891696452,4.426443121,1.148782964,3.814884391,-1.728866916,-0.607507674,-1.3337434,0.194064911,1.613146306,-0.099374582,-2.634121251,0.643538907,-2.022562521,2
OVAL,FALSE,6,605.045,3.521188787,2.574193195,0.946995592,547.7750001,TRUE,9,High,1.79232187,2.399829544,3.12606527,1.59825696,0.179175564,1.891696452,4.426443121,1.148782964,3.814884391,1.728866916,1.121359243,0.395123516,1.922931827,-2.941172085,1.629492335,-0.905254335,2.372405823,-0.293695604,2
ANTE,FALSE,6,938.9000001,2.399829544,0.804263849,1.595565694,628.39,TRUE,9,High,1.79232187,3.521188787,3.12606527,1.59825696,0.179175564,1.891696452,4.426443121,1.148782964,3.814884391,0.607507674,-1.121359243,-0.726235726,0.801572584,2.220653979,0.508133092,-2.026613578,1.25104658,-1.415054847,2
PUTT,FALSE,6,968.785,3.12606527,3.712133797,-0.586068527,424.01,TRUE,9,High,1.79232187,3.521188787,2.399829544,1.59825696,0.179175564,1.891696452,4.426443121,1.148782964,3.814884391,1.3337434,-0.395123516,0.726235726,1.527808311,2.946889706,1.234368818,-1.300377851,1.977282307,-0.688819121,2
EDGY,FALSE,1,806.9,1.59825696,3.822113878,-2.223856919,476.915,TRUE,9,Unrecognized,1.79232187,3.521188787,2.399829544,3.12606527,0.179175564,1.891696452,4.426443121,1.148782964,3.814884391,-0.194064911,-1.922931827,-0.801572584,-1.527808311,1.419081395,-0.293439492,-2.828186162,0.449473996,-2.216627431,2
BULK,FALSE,6,851.96,0.179175564,3.065845002,-2.886669438,430.29,TRUE,9,High,1.79232187,3.521188787,2.399829544,3.12606527,1.59825696,1.891696452,4.426443121,1.148782964,3.814884391,-1.613146306,2.941172085,-2.220653979,-2.946889706,-1.419081395,-1.712520888,2.03591775,-0.969607399,2.647476481,2
PUNY,FALSE,6,832.455,1.891696452,2.74198561,-0.850289158,1097.35,TRUE,9,High,1.79232187,3.521188787,2.399829544,3.12606527,1.59825696,0.179175564,4.426443121,1.148782964,3.814884391,0.099374582,-1.629492335,-0.508133092,-1.234368818,0.293439492,1.712520888,-2.534746669,0.742913488,-1.923187939,2
PERK,FALSE,6,626.6099999,4.426443121,2.551139075,1.875304047,555.005,TRUE,9,High,1.79232187,3.521188787,2.399829544,3.12606527,1.59825696,0.179175564,1.891696452,1.148782964,3.814884391,2.634121251,0.905254335,2.026613578,1.300377851,2.828186162,-2.03591775,2.534746669,-3.005525149,0.61155873,2
PING,FALSE,1,823.635,1.148782964,0.798055715,0.350727248,1168.895,TRUE,9,Unrecognized,1.79232187,3.521188787,2.399829544,3.12606527,1.59825696,0.179175564,1.891696452,4.426443121,3.814884391,-0.643538907,-2.372405823,-1.25104658,-1.977282307,-0.449473996,0.969607399,-0.742913488,3.005525149,-2.666101427,2
OILS,FALSE,1,832.69,3.814884391,5.689258602,-1.874374211,563.495,TRUE,9,Unrecognized,1.79232187,3.521188787,2.399829544,3.12606527,1.59825696,0.179175564,1.891696452,4.426443121,1.148782964,2.022562521,0.293695604,1.415054847,0.688819121,2.216627431,-2.647476481,1.923187939,-0.61155873,2.666101427,2
