word,is_sequential,recog_rating,recog_RT,target_angle,response_angle,response_error,source_RT,valid_RT,block,recog_band,intrusion_1,intrusion_2,intrusion_3,intrusion_4,intrusion_5,intrusion_6,intrusion_7,intrusion_8,intrusion_9,intrusion_offset1,intrusion_offset2,intrusion_offset3,intrusion_offset4,intrusion_offset5,intrusion_offset6,intrusion_offset7,intrusion_offset8,intrusion_offset9,participant
LEVY,FALSE,2,720.37,4.599885723,4.580991849,0.018893874,864.015,TRUE,7,Unrecognized,5.078806872,4.418339483,3.037108942,2.794719558,1.975685876,4.609071931,6.242355866,2.919632226,3.843956105,-0.478921149,0.18154624,1.562776781,1.805166165,2.624199847,-0.009186209,-1.642470143,1.680253497,0.755929618,1
SWAY,FALSE,3,915.58,3.843956105,4.070648433,-0.226692328,492.045,TRUE,7,Unrecognized,5.078806872,4.418339483,3.037108942,2.794719558,1.975685876,4.609071931,6.242355866,2.919632226,4.599885723,-1.234850767,-0.574383378,0.806847163,1.049236547,1.868270229,-0.765115826,-2.398399761,0.924323879,-0.755929618,1
BANE,FALSE,2,384.385,1.237001272,1.071092207,0.165909065,973.155,TRUE,8,Unrecognized,3.980094453,0.681863108,1.585411819,4.840819139,1.663470169,4.559810508,1.120209576,5.282942396,3.321724161,-2.743093181,0.555138164,-0.348410547,2.67936744,-0.426468898,2.960376071,0.116791696,2.237244183,-2.08472289,1
SUNK,FALSE,3,521.24,3.980094453,3.83633093,0.143763523,737.64,TRUE,8,Unrecognized,1.237001272,0.681863108,1.585411819,4.840819139,1.663470169,4.559810508,1.120209576,5.282942396,3.321724161,2.743093181,-2.984953962,2.394682634,-0.860724686,2.316624284,-0.579716055,2.859884877,-1.302847943,0.658370292,1
SLOP,FALSE,5,902.01,0.681863108,0.722191331,-0.040328224,1501.92,TRUE,8,Low,1.237001272,3.980094453,1.585411819,4.840819139,1.663470169,4.559810508,1.120209576,5.282942396,3.321724161,-0.555138164,2.984953962,-0.903548711,2.124229276,-0.981607062,2.405237907,-0.438346468,1.682106019,-2.639861054,1
SEER,FALSE,5,782.32,1.585411819,1.655340082,-0.069928263,1943.09,TRUE,8,Low,1.237001272,3.980094453,0.681863108,4.840819139,1.663470169,4.559810508,1.120209576,5.282942396,3.321724161,0.348410547,-2.394682634,0.903548711,3.027777987,-0.07805835,-2.974398689,0.465202243,2.58565473,-1.736312342,1
AXLE,FALSE,1,1688.4,4.840819139,4.951938815,-0.111119676,763.085,TRUE,8,Unrecognized,1.237001272,3.980094453,0.681863108,1.585411819,1.663470169,4.559810508,1.120209576,5.282942396,3.321724161,-2.67936744,0.860724686,-2.124229276,-3.027777987,-3.105836338,0.281008631,-2.562575744,-0.442123257,1.519094978,1
FIST,FALSE,1,312.93,1.663470169,1.728565064,-0.065094895,1046.35,TRUE,8,Unrecognized,1.237001272,3.980094453,0.681863108,1.585411819,4.840819139,4.559810508,1.120209576,5.282942396,3.321724161,0.426468898,-2.316624284,0.981607062,0.07805835,3.105836338,-2.896340338,0.543260594,2.663713081,-1.658253992,1
SWAP,FALSE,6,1435.35,4.559810508,4.610968249,-0.051157741,558.93,TRUE,8,High,1.237001272,3.980094453,0.681863108,1.585411819,4.840819139,1.663470169,1.120209576,5.282942396,3.321724161,-2.960376071,0.579716055,-2.405237907,2.974398689,-0.281008631,2.896340338,-2.843584375,-0.723131888,1.238086347,1
RAFT,FALSE,2,359.545,1.120209576,0.886319948,0.233889628,693.915,TRUE,8,Unrecognized,1.237001272,3.980094453,0.681863108,1.585411819,4.840819139,1.663470169,4.559810508,5.282942396,3.321724161,-0.116791696,-2.859884877,0.438346468,-0.465202243,2.562575744,-0.543260594,2.843584375,2.120452487,-2.201514585,1
WOOL,FALSE,3,869.09,5.282942396,5.510132196,-0.2271898,566.51,TRUE,8,Unrecognized,1.237001272,3.980094453,0.681863108,1.585411819,4.840819139,1.663470169,4.559810508,1.120209576,3.321724161,-2.237244183,1.302847943,-1.682106019,-2.58565473,0.442123257,-2.663713081,0.723131888,-2.120452487,1.961218235,1
CULT,FALSE,6,648.52,3.321724161,3.651299848,-0.329575687,857.63,TRUE,8,High,1.237001272,3.980094453,0.681863108,1.585411819,4.840819139,1.663470169,4.559810508,1.120209576,5.282942396,2.08472289,-0.658370292,2.639861054,1.736312342,-1.519094978,1.658253992,-1.238086347,2.201514585,-1.961218235,1
KITS,FALSE,1,1029.295,5.699291939,5.891949728,-0.192657789,469.595,TRUE,9,Unrecognized,6.05991665,6.230107839,0.493897713,1.067835454,4.779500632,3.825110261,5.033061058,4.378385556,4.276178037,-0.360624712,-0.530815901,-1.077791082,-1.651728823,0.919791307,1.874181678,0.666230881,1.320906382,1.423113901,1
ROAR,FALSE,2,854.5,6.05991665,5.821529727,0.238386923,457.27,TRUE,9,Unrecognized,5.699291939,6.230107839,0.493897713,1.067835454,4.779500632,3.825110261,5.033061058,4.378385556,4.276178037,0.360624712,-0.170191189,-0.71716637,-1.291104111,1.280416019,2.234806389,1.026855593,1.681531094,1.783738613,1
AILS,FALSE,6,975.915,6.230107839,6.179950018,0.050157821,572.26,TRUE,9,High,5.699291939,6.05991665,0.493897713,1.067835454,4.779500632,3.825110261,5.033061058,4.378385556,4.276178037,0.530815901,0.170191189,-0.546975181,-1.120912922,1.450607208,2.404997578,1.197046782,1.851722283,1.953929802,1
HEEL,FALSE,1,754.75,0.493897713,0.406622887,0.087274826,1292.93,TRUE,9,Unrecognized,5.699291939,6.05991665,6.230107839,1.067835454,4.779500632,3.825110261,5.033061058,4.378385556,4.276178037,1.077791082,0.71716637,0.546975181,-0.573937741,1.997582389,2.951972759,1.744021963,2.398697464,2.500904983,1
ORAL,FALSE,5,955.84,1.067835454,0.990155553,0.077679901,492.475,TRUE,9,Low,5.699291939,6.05991665,6.230107839,0.493897713,4.779500632,3.825110261,5.033061058,4.378385556,4.276178037,1.651728823,1.291104111,1.120912922,0.573937741,2.57152013,-2.757274807,2.317959704,2.972635205,3.074842724,1
RUBS,FALSE,5,979.54,4.779500632,4.832345982,-0.052845351,530.29,TRUE,9,Low,5.699291939,6.05991665,6.230107839,0.493897713,1.067835454,3.825110261,5.033061058,4.378385556,4.276178037,-0.919791307,-1.280416019,-1.450607208,-1.997582389,-2.57152013,0.95439037,-0.253560426,0.401115075,0.503322594,1
WHAM,FALSE,2,1180.78,3.825110261,3.740503915,0.084606346,523.63,TRUE,9,Unrecognized,5.699291939,6.05991665,6.230107839,0.493897713,1.067835454,4.779500632,5.033061058,4.378385556,4.276178037,-1.874181678,-2.234806389,-2.404997578,-2.951972759,2.757274807,-0.95439037,-1.207950797,-0.553275295,-0.451067776,1
HAZE,FALSE,6,1123.94,5.033061058,5.235964745,-0.202903687,568.925,TRUE,9,High,5.699291939,6.05991665,6.230107839,0.493897713,1.067835454,4.779500632,3.825110261,4.378385556,4.276178037,-0.666230881,-1.026855593,-1.197046782,-1.744021963,-2.317959704,0.253560426,1.207950797,0.654675501,0.75688302,1
VIAL,FALSE,1,492.22,4.378385556,4.32325593,0.055129626,419.69,TRUE,9,Unrecognized,5.699291939,6.05991665,6.230107839,0.493897713,1.067835454,4.779500632,3.825110261,5.033061058,4.276178037,-1.320906382,-1.681531094,-1.851722283,-2.398697464,-2.972635205,-0.401115075,0.553275295,-0.654675501,0.102207519,1
WRIT,FALSE,3,710.59,4.276178037,4.130207033,0.145971005,471.985,TRUE,9,Unrecognized,5.699291939,6.05991665,6.230107839,0.493897713,1.067835454,4.779500632,3.825110261,5.033061058,4.378385556,-1.423113901,-1.783738613,-1.953929802,-2.500904983,-3.074842724,-0.503322594,0.451067776,-0.75688302,-0.102207519,1
GORE,FALSE,2,742.47,2.997845921,2.939830309,0.058015611,606.52,TRUE,10,Unrecognized,0.353803421,4.124933406,3.285905296,2.446258417,4.724332121,2.563605317,6.079262765,4.087357141,2.472145019,2.6440425,-1.127087486,-0.288059375,0.551587504,-1.726486201,0.434240603,-3.081416845,-1.08951122,0.525700902,1
HARK,FALSE,3,699.625,0.353803421,0.365087399,-0.011283978,435.325,TRUE,10,Unrecognized,2.997845921,4.124933406,3.285905296,2.446258417,4.724332121,2.563605317,6.079262765,4.087357141,2.472145019,-2.6440425,2.512055322,-2.932101875,-2.092454996,1.912656607,-2.209801897,0.557725963,2.549631587,-2.118341598,1
CHAI,FALSE,3,582.93,4.124933406,3.970712936,0.154220471,494.165,TRUE,10,Unrecognized,2.997845921,0.353803421,3.285905296,2.446258417,4.724332121,2.563605317,6.079262765,4.087357141,2.472145019,1.127087486,-2.512055322,0.83902811,1.67867499,-0.599398715,1.561328089,-1.954329359,0.037576265,1.652788388,1
QUIZ,FALSE,3,940.365,3.285905296,3.359030073,-0.073124777,394.005,TRUE,10,Unrecognized,2.997845921,0.353803421,4.124933406,2.446258417,4.724332121,2.563605317,6.079262765,4.087357141,2.472145019,0.288059375,2.932101875,-0.83902811,0.839646879,-1.438426825,0.722299979,-2.793357469,-0.801451845,0.813760277,1
BOAR,FALSE,5,478.84,2.446258417,2.462930163,-0.016671746,561.475,TRUE,10,Low,2.997845921,0.353803421,4.124933406,3.285905296,4.724332121,2.563605317,6.079262765,4.087357141,2.472145019,-0.551587504,2.092454996,-1.67867499,-0.839646879,-2.278073705,-0.117346901,2.650180958,-1.641098725,-0.025886602,1
FLUX,FALSE,1,563.55,4.724332121,4.791867225,-0.067535104,560.71,TRUE,10,Unrecognized,2.997845921,0.353803421,4.124933406,3.285905296,2.446258417,2.563605317,6.079262765,4.087357141,2.472145019,1.726486201,-1.912656607,0.599398715,1.438426825,2.278073705,2.160726804,-1.354930644,0.63697498,2.252187103,1
