participant, model_name, ll, AIC, v1t_1, v2t_1,  v1i_1,  v2i_1,       eta1_t, eta2_t, eta1_i, eta2_i,     at,  ag,    beta,    gamma,      tau,  l_b,   l_f,       zeta,  rho,     chi,        psi1,       iota,  upsilon,       Ter,    st
1, Pure Guess, 974.2819, 1968.5638, 3.8048, 0, 2.4296, 0, 0.99983, 0.01, 0.70604, 0.026343, 3.0097, 1.3604, 0.087976, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0.10921, 0
2, Pure Guess, 1343.0759, 2706.1518, 2.877, 0, 2.6027, 0, 1, 0.010004, 0.39744, 0.10356, 2.584, 0.88657, 0.02389, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0.10003, 0
3, Pure Guess, 1597.0984, 3214.1969, 4.9137, 0, 2.5367, 0, 0.90658, 0.049605, 0.083726, 0.064467, 2.5163, 1.4185, 0.40042, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0.12758, 0
4, Pure Guess, 1700.8779, 3421.7559, 2.3071, 0, 1.0613, 0, 0.99988, 0.010123, 0.81301, 0.020132, 2.1388, 1.0045, 0.022139, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0.10076, 0
5, Pure Guess, 1536.3777, 3092.7553, 1.0716, 0, 0.93373, 0, 0.63262, 0.077164, 0.67109, 0.066773, 1.74, 0.72146, 0.78454, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0.2466, 0
