participant, model_name, ll, AIC, v1t_1, v2t_1,  v1i_1,  v2i_1,       eta1_t, eta2_t, eta1_i, eta2_i,     at,  ag,    beta,    gamma,      tau,  l_b,   l_f,       zeta,  rho,     chi,        psi1,       iota,  upsilon,       Ter,    st
1, Spatiotemporal-Semantic,1181.2874,2398.5747,3.8913,0,0.61351,0,0.03615,0.11589,0.21206,0.030135,2.3139,0.6079,0.050004,0.05019,0.65776,2.0179,0.57976,0.16343,0.19637,0.22304,1,0,1.7818,0.23678,0
2, Spatiotemporal-Semantic,1207.0513,2450.1026,4.5075,0,0.5537,0,0.91239,0.073679,0.9342,0.17949,3.0219,0.78488,0.050003,0.050002,0.7653,0.39519,0.41869,0.40347,0.19804,0.16191,1,0,3.2634,0.13279,0
3, Spatiotemporal-Semantic,1604.2972,3244.5944,4.6998,0,0.49821,0,0.8568,0.025019,0.90765,0.23253,2.136,1.0459,0.22545,0.050002,0.75288,1.5823,1.4128,0.30429,0.18133,0.33946,1,0,4.0855,0.18968,0
4, Spatiotemporal-Semantic,1485.644,3007.288,4.5983,0,1.0385,0,0.71864,0.025243,0.27778,0.24031,2.8941,1.0469,0.05,0.050011,0.31693,1.9212,0.79531,0.5745,0.15567,0.11892,1,0,0.99295,0.10001,0
5, Spatiotemporal-Semantic,1483.8884,3003.7767,5.3165,0,0.83388,0,0.12765,0.018925,0.90314,0.046719,1.7179,0.59337,0.59954,0.094548,0.5311,0.40728,0.70468,0.42422,0.19429,0.19113,1,0,2.6992,0.27962,0
,,,,4.60268,0,0.70756,0,0.530326,0.0517512,0.646966,0.1458368,2.41676,0.81579,0.1949994,0.0589506,0.604794,1.264774,0.782248,0.373982,0.18514,0.206892,1,0,2.56457,0.187776,0
