"","ï..Pure.Guess","Pure.Intrusion","Flat.Intrusion","Temporal","Spatiotemporal","Orthographic","Semantic","Additive","Multiplicative"
"1",8.77735956632234e-48,1.44661756672069e-21,0.68886577789735,1.53165940162621e-06,0.300740102500182,2.13455245741019e-09,0.0103806806096725,9.02818837071183e-06,2.87701047038108e-06
"2",2.56016672235767e-155,1.63111784141215e-28,7.62014490605136e-26,5.1003288298025e-22,0.999683018463982,5.32349397380992e-74,1.45026232827297e-16,0.000316981536017369,5.38555258579133e-21
"3",5.3339532680617e-65,2.88302437904062e-35,0.578747854894226,2.41315998308304e-05,0.0506919387502912,0.003030922106943,0.0400775729156942,0.327427579376498,3.56517289257252e-10
"4",0,6.81273077834494e-27,9.44000974250145e-16,3.80279691483042e-14,0.99999552430671,9.98094852238317e-28,9.18201293203228e-10,4.47477504979496e-06,7.70399238535845e-34
"5",4.66462900162037e-122,2.94773169180884e-43,0.993498186663355,1.04530946542847e-11,0.0065018108914829,1.64522620886004e-10,2.26871361342384e-11,2.22330048047892e-09,2.41986796978959e-11
