participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, a_guess, gamma, beta, kappa, lambda_b, lambda_f, zeta, rho, chi, psi, Ter, st
1, Semantic, 2577.9048, 4.1269, 0, 1.6101, 0, 0.013159, 0.48458, 3.4906, 1.7517, 0.043329, 0.10171, 0.48286, 0.60066, 0.52184, 0.78105, 0.90753, 0.17499, 1, 1.2571e-05, 0
2, Semantic, 2552.1665, 4.7776, 0, 1.6097, 0, 0.14483, 0.50157, 3.8161, 1.9396, 0.034577, 0.12805, 0.49825, 0.4467, 0.38188, 0.019355, 0.76238, 0.20202, 1, 6.2069e-06, 0
3, Semantic, 3603.5539, 5.3041, 0, 0.9878, 0, 0.68406, 0.37873, 2.6824, 1.245, 0.05716, 0.34694, 0.83864, 0.79778, 0.0091831, 0.99807, 0.91148, 0.20222, 1, 0.128, 0
4, Semantic, 3605.1092, 4.7432, 0, 1.2814, 0, 0.024333, 0.35905, 3.3788, 1.6019, 0.099405, 0.11037, 0.70746, 3.0311e-05, 0.19826, 0.84532, 0.84435, 0.19499, 1, 0.0012136, 0
5, Semantic, 4027.6079, 4.7806, 0, 0.23407, 0, 0.19123, 0.032262, 1.7389, 0.6636, 0.14294, 0.7352, 0.82029, 0.93324, 1.9495, 0.0085866, 0.90363, 0.26023, 1, 0.264, 0
