participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, a_guess, gamma, beta, kappa, lambda_b, lambda_f, zeta, rho, chi, psi, Ter, st, iota
1, Multiplicative, 2136.8952, 3.38, 0, 0.31162, 0, 0.39407, 0.0053709, 3.1703, 1.3454, 0.00049302, 0.10422, 0.73181, 2.041e-06, 0.72159, 0.62588, 0.37723, 0.10052, 0.064067, 1.4013e-05, 0, 0.47043
2, Multiplicative, 2425.6444, 3.8946, 0, 0.086452, 0, 0.29264, 0.025853, 2.5394, 1.1426, 0.028773, 0.10694, 0.0026084, 2.3897, 0.82498, 1.2151, 0.92011, 0.26777, 0.094233, 0.1785, 0, 0.71302
3, Multiplicative, 3346.6347, 4.0001, 0, 0.10248, 0, 0.030541, 7.3653e-07, 1.5356, 0.71118, 0.054234, 0.17522, 0.35961, 1.8852, 0.31347, 0.98066, 0.37246, 0.022655, 0.038688, 0.2701, 0, 0.39578
4, Multiplicative, 3011.7365, 4.7457, 0, 0.066262, 0, 0.28454, 0.0067887, 3.4246, 1.8829, 5.2469e-07, 0.32667, 0.23652, 1.6072, 0.56275, 0.50188, 0.053446, 0.096822, 0.21735, 4.4144e-07, 0, 1.0654
5, Multiplicative, 4218.7168, 3.23, 0, 0.091749, 0, 6.2145e-05, 0.018151, 1.0352, 0.68388, 0.12139, 0.22046, 0.51389, 0.42103, 1.0693, 0.92596, 0.32768, 0.22506, 0.316, 0.20006, 0, 0.5753
