participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta_targ, eta_int,  a_targ, a_guess, gamma, beta, kappa, lambda_b, lambda_f, zeta, rho, chi, psi, Ter, st
1, Orthographic, 2540.2563, 2.7211, 0, 0.57866, 0, 0.11811, 0.24326, 1.7269, 1.2614, 0.18116, 0.045372, 0.92113, 1.9512, 1.79, 0.56882, 0.55999, 9.709e-05, 0, 0.29015, 0
2, Orthographic, 2007.956, 4.9997, 0, 1.9251, 0, 0.36686, 0.14607, 3.9804, 1.8045, 0.14168, 0.16904, 0.92897, 0.13482, 1.2132, 0.56276, 0.51315, 0.13024, 0, 0.00084293, 0
3, Orthographic, 3243.3385, 5.0026, 0, 1.1716, 0, 0.7725, 0.002147, 2.7895, 1.3462, 0.080592, 0.38371, 0.49606, 0.90679, 1.1697, 0.008283, 0.024224, 0.37945, 0, 0.089332, 0
4, Orthographic, 2949.6941, 4.7673, 0, 1.6732, 0, 0.22942, 0.2765, 3.4275, 1.8225, 0.14279, 0.22845, 0.49538, 0.48781, 1.4013, 0.15326, 0.65008, 0.37359, 0, 3.8819e-05, 0
5, Orthographic, 4398.1333, 1.0477, 0, 3.434, 0, 0.7227, 0.30067, 1.0939, 0.62374, 0.2868, 0.15392, 0.49842, 0.35372, 0.0045189, 0.49521, 0.82434, 0.28613, 0, 0.19283, 0
